setup,side,tp,sl,ts,filter,n,exp,win,pf,total,robust,yr_tot
fib50,cont,4.0,3.0,288,legOld,2145,0.0008973526464609238,44.94172494172494,1.0022684174319079,1.9248214266586814,0.42857142857142855,7
pocket,cont,3.0,2.0,48,volHI,1295,0.0008814898849600046,42.084942084942085,1.0023137682921812,1.141529401023206,0.42857142857142855,7
fib50,cont,2.0,0.5,288,conf0,266,0.0007598743037821869,27.06766917293233,1.0067378227559658,0.20212656480606173,0.7142857142857143,7
fib50,cont,2.0,0.5,48,conf0,266,0.0007598743037821869,27.06766917293233,1.0067378227559658,0.20212656480606173,0.7142857142857143,7
fib50,cont,2.0,0.5,96,conf0,266,0.0007598743037821869,27.06766917293233,1.0067378227559658,0.20212656480606173,0.7142857142857143,7
fib50,cont,1.5,2.0,96,conf15,1699,0.0007298455810875695,60.50618010594467,1.0039085532790621,1.2400076422677806,0.42857142857142855,7
fib50,cont,1.5,2.0,288,conf15,1699,0.00069966713316683,60.44732195409064,1.0037408161082093,1.188734459250444,0.42857142857142855,7
fib50,cont,1.5,1.0,48,conf3of3,294,0.0006899689550075201,44.21768707482993,1.0050615110872094,0.20285087277221092,0.5714285714285714,7
fib50,cont,4.0,2.0,48,volSpike,1716,0.0005452856276447897,38.46153846153847,1.0019070131679726,0.9357101370384591,0.42857142857142855,7
fib50,cont,4.0,1.0,24,conf3of3,294,0.0004933461217799172,29.25170068027211,1.0027780121747534,0.14504375980329565,0.2857142857142857,7
fib50,cont,2.0,0.5,12,conf0,266,0.0003029512732364326,29.69924812030075,1.0027857019083704,0.08058503868089106,0.7142857142857143,7
pocket,cont,2.0,3.0,288,volHI,1295,0.00022701599048650646,61.38996138996139,1.000583319217481,0.29398570768002585,0.5714285714285714,7
fib50,cont,3.0,3.0,12,legOld,2145,0.00010731434176972072,51.88811188811189,1.0005435858227354,0.23018926309605092,0.2857142857142857,7
fib50,cont,2.0,3.0,12,conf15,1699,-0.00028318350802245375,56.09181871689229,0.9984831360919603,-0.4811287801301489,0.5714285714285714,7
fib50,cont,3.0,1.0,96,conf15,1699,-0.0002915173405607667,28.487345497351384,0.9984550312084738,-0.4952879616127426,0.5714285714285714,7
pocket,cont,2.0,3.0,96,volHI,1295,-0.0003582060029727727,61.23552123552124,0.9990633079574814,-0.4638767738497407,0.5714285714285714,7
fib50,cont,3.0,1.5,24,volSpike,1716,-0.00044380439985629066,39.86013986013986,0.9979337330897914,-0.7615683501533947,0.2857142857142857,7
pocket,cont,4.0,2.0,48,volHI,1295,-0.0005161856540161641,37.6061776061776,0.9987189055622966,-0.6684604219509325,0.42857142857142855,7
fib50,cont,1.5,2.0,48,conf15,1699,-0.0005331960661874172,60.153031194820485,0.9971349648827321,-0.9059001164524219,0.42857142857142855,7
pocket,cont,3.0,3.0,24,rejWick,494,-0.00057505632368638,52.63157894736842,0.9975579736896139,-0.2840778239010717,0.42857142857142855,7
fib50,cont,3.0,1.0,288,conf15,1699,-0.0006251002901966941,28.42848734549735,0.9966918140703516,-1.0620453930441833,0.5714285714285714,7
fib50,cont,1.5,3.0,12,conf15,1699,-0.0007004477159814448,61.44791053560918,0.9959214551976686,-1.1900606694524747,0.5714285714285714,7
fib50,cont,2.0,3.0,288,conf0,266,-0.0007301674598027873,64.28571428571429,0.9972549395691684,-0.19422454430754144,0.5714285714285714,7
fib50,cont,2.0,3.0,96,conf0,266,-0.0007876831645027174,64.28571428571429,0.9970182915763253,-0.20952372175772283,0.5714285714285714,7
fib50,cont,3.0,3.0,12,conf0,266,-0.0007985235225301453,53.383458646616546,0.9962026386814062,-0.21240725699301866,0.5714285714285714,7
fib50,cont,1.5,3.0,48,conf15,1699,-0.0008620056976298576,67.74573278399059,0.9958453357449871,-1.464547680273128,0.5714285714285714,7
fib50,cont,3.0,1.0,24,conf3of3,294,-0.0009406504470651342,31.97278911564626,0.9944979274106369,-0.27655123143714944,0.42857142857142855,7
fib50,cont,1.5,2.0,12,volHI,1396,-0.0011862514019395885,56.232091690544415,0.9949664603159791,-1.6560069571076657,0.42857142857142855,7
pocket,cont,3.0,3.0,288,anti15,1174,-0.0012695118657064799,51.959114139693355,0.9960965257854192,-1.4904069303394074,0.7142857142857143,7
fib50,cont,2.0,1.5,24,conf0,266,-0.0013080012905500947,47.368421052631575,0.9933195655007636,-0.34792834328632516,0.8571428571428571,7
fib50,cont,3.0,1.0,24,conf15,1699,-0.0014001941988020796,31.60682754561507,0.9920884499991619,-2.3789299437647333,0.42857142857142855,7
fib50,cont,3.0,1.0,96,volHI,1396,-0.0017125488461023008,27.578796561604584,0.9936043306241896,-2.390718189158812,0.5714285714285714,7
fib50,cont,3.0,1.5,12,conf15,1699,-0.0017652256151761707,43.378457916421425,0.9902451390783493,-2.999118320184314,0.42857142857142855,7
pocket,cont,1.5,3.0,288,volHI,1295,-0.0018925897268153066,67.79922779922781,0.9940677727299593,-2.450903696225822,0.42857142857142855,7
fib50,cont,4.0,3.0,12,legOld,2145,-0.001897417347468744,50.675990675990676,0.9905599899759359,-4.069960210320456,0.2857142857142857,7
fib50,cont,3.0,3.0,24,volSpike,1716,-0.0019498580672639668,51.981351981351985,0.9927766036753302,-3.345956443424967,0.42857142857142855,7
fib50,cont,3.0,1.0,288,volHI,1396,-0.0019799131010328026,27.507163323782237,0.9926148115198423,-2.763958689041792,0.5714285714285714,7
pocket,cont,4.0,2.0,96,rejWick,494,-0.002086356772680145,36.23481781376518,0.9928191513319545,-1.0306602457039915,0.2857142857142857,7
pocket,cont,4.0,2.0,288,rejWick,494,-0.0021243005064616304,35.020242914979754,0.992849574573176,-1.0494044501920454,0.42857142857142855,7
fib50,cont,2.0,2.0,12,legOld,2145,-0.0022644465955488904,51.7016317016317,0.9870076047090283,-4.85723794745237,0.2857142857142857,7
pocket,cont,1.5,3.0,96,volHI,1295,-0.0022961742487167336,67.64478764478764,0.992787731901327,-2.97354565208817,0.42857142857142855,7
fib50,cont,2.0,2.0,24,conf0,266,-0.0023154270607240227,53.383458646616546,0.9891380642697116,-0.61590359815259,0.5714285714285714,7
pocket,cont,2.0,3.0,48,volHI,1295,-0.002346668767336175,59.69111969111969,0.9936302569474277,-3.038936053700347,0.42857142857142855,7
pocket,fade,4.0,2.0,96,legYoung,420,-0.0023738813008622977,35.476190476190474,0.9918170843109592,-0.9970301463621651,0.5714285714285714,7
fib50,cont,1.0,1.5,12,conf0,266,-0.0023891903379281935,64.28571428571429,0.9812928132751089,-0.6355246298888995,0.2857142857142857,7
fib50,cont,3.0,1.5,12,volSpike,1716,-0.0024006658705581414,42.24941724941725,0.9871711602904139,-4.119542633877771,0.42857142857142855,7
fib50,cont,3.0,1.5,12,volHI,1396,-0.0024710634742166,44.19770773638969,0.9903050903876679,-3.4496046100063733,0.5714285714285714,7
fib50,cont,4.0,2.0,12,volSpike,1716,-0.002500163687704591,45.45454545454545,0.987960888839521,-4.290280888101078,0.2857142857142857,7
pocket,fade,1.5,3.0,24,conf1,263,-0.002518759733467499,61.21673003802282,0.9852968342334508,-0.6624338099019523,0.6666666666666666,6
fib50,cont,3.0,3.0,12,volSpike,1716,-0.0025410046165101553,52.33100233100233,0.9885079627122046,-4.360363921931427,0.2857142857142857,7
