setup,side,filter,tp,sl,ts,n_is,exp_is,win_is,n_oos,exp_oos,win_oos,pf_oos
flip,fade,sweep,2.0,2.0,96,111,-0.024263976914779682,48.64864864864865,83,-0.0771316118219814,50.602409638554214,0.621323108705392
pocket,cont,bigDisp,2.0,2.0,24,1215,-0.024272657475840516,49.876543209876544,887,-0.05524745390518397,48.365276211950395,0.7242222392009624
pocket,cont,sweep,2.0,1.5,288,89,-0.024367239706791496,43.82022471910113,62,-0.012274846762050352,50.0,0.9220171322391396
pocket,cont,sweep,2.0,1.5,96,89,-0.024367239706791496,43.82022471910113,62,-0.012274846762050352,50.0,0.9220171322391396
pocket,cont,posHigh,4.0,2.0,24,543,-0.02440970983337514,42.7255985267035,370,-0.09889001062523572,35.945945945945944,0.5961871406302198
flip,fade,posHigh,2.0,3.0,96,900,-0.024435265994594287,59.0,619,-0.047848741438381005,58.64297253634895,0.797729035682184
flip,cont,bigDisp,3.0,3.0,24,1651,-0.024500613577209306,46.9412477286493,1112,-0.03915592708152775,47.84172661870504,0.8401687043706275
flip,cont,BOS+bigDisp,2.0,2.0,288,1566,-0.024501822968176656,51.14942528735632,1059,-0.04611134708172225,49.10292728989613,0.7708483971123955
flip,cont,BOS+bigDisp,2.0,2.0,96,1566,-0.024501822968176656,51.14942528735632,1059,-0.04611134708172225,49.10292728989613,0.7708483971123955
flip,cont,posLow,2.0,3.0,96,886,-0.02483340148177089,60.0451467268623,615,-0.022072995217236033,61.6260162601626,0.8943266460364804
flip,cont,posLow,3.0,1.5,288,886,-0.024839996192992743,33.747178329571106,615,-0.02277197835775148,35.12195121951219,0.8806574453211349
flip,cont,posLow,3.0,1.5,96,886,-0.024839996192992743,33.747178329571106,615,-0.02277197835775148,35.12195121951219,0.8806574453211349
flip,cont,BOS+struct,4.0,3.0,24,648,-0.024881079934043357,42.28395061728395,463,-0.07307905422237608,39.30885529157667,0.719694072960566
flip,cont,noBOS,1.0,3.0,288,131,-0.02494923295654169,70.99236641221374,80,0.046918938863477325,85.0,1.5645533391041153
flip,cont,noBOS,1.0,3.0,96,131,-0.02494923295654169,70.99236641221374,80,0.046918938863477325,85.0,1.5645533391041153
flip,cont,BOS+bigDisp,3.0,2.0,24,1566,-0.025054463774439307,41.123882503192846,1059,-0.04706799328553906,39.94334277620396,0.7884049401973244
flip,cont,BOS+bigDisp,3.0,3.0,24,1566,-0.025066178603792743,46.87100893997446,1059,-0.044690439107231174,47.30878186968839,0.819331279986396
pocket,fade,sweep,1.0,1.0,96,89,-0.025178759130119494,55.0561797752809,62,-0.04150202361856382,48.38709677419355,0.6174224543085978
pocket,fade,sweep,1.0,1.0,288,89,-0.025178759130119494,55.0561797752809,62,-0.04150202361856382,48.38709677419355,0.6174224543085978
pocket,cont,bigDisp,1.0,1.5,288,1215,-0.0251959764083546,60.08230452674898,887,-0.048144357570491673,58.39909808342728,0.6297146076831499
pocket,cont,bigDisp,1.0,1.5,96,1215,-0.0251959764083546,60.08230452674898,887,-0.048144357570491673,58.39909808342728,0.6297146076831499
pocket,cont,sweep,3.0,2.0,96,89,-0.025257550517558305,43.82022471910113,62,0.017573365683396933,46.774193548387096,1.0857188193771588
flip,fade,structAgainst,2.0,1.5,24,331,-0.025309939376836843,45.01510574018127,227,-0.0662342693959603,39.647577092511014,0.6506221735674761
pocket,cont,sweep,4.0,2.0,288,89,-0.02532416919513218,35.95505617977528,62,-0.012610220846377527,35.483870967741936,0.9493362250904163
pocket,cont,noSweep,4.0,1.5,24,1584,-0.02536908847956731,35.73232323232323,1104,-0.042160862501413404,33.242753623188406,0.7878111250402564
pocket,cont,bigDisp,3.0,2.0,24,1215,-0.025386258450775984,43.53909465020576,887,-0.05071316406339129,41.60090191657272,0.7718514877017429
flip,cont,BOS+struct,3.0,2.0,24,648,-0.0254064690647364,41.82098765432099,463,-0.05966048471666823,38.66090712742981,0.727518321957797
flip,cont,bigDisp,3.0,2.0,24,1651,-0.025414767340241028,41.06602059357965,1112,-0.044918492960643104,40.28776978417266,0.7976571342936299
pocket,cont,noSweep,3.0,1.0,24,1584,-0.025525357694001917,28.28282828282828,1104,-0.03584813264977991,28.442028985507246,0.7698247351533054
pocket,cont,bigDisp,1.0,1.5,24,1215,-0.02561483583024663,60.08230452674898,887,-0.04876652952743674,57.94813979706878,0.6257128035896596
flip,fade,sweep,2.0,1.5,96,111,-0.025723049125529293,40.54054054054054,83,-0.03663830914833667,49.39759036144578,0.7717798823286799
flip,fade,sweep,2.0,1.5,288,111,-0.025723049125529293,40.54054054054054,83,-0.03663830914833667,49.39759036144578,0.7717798823286799
pocket,cont,bigDisp,2.0,1.5,96,1215,-0.025756068296608908,43.12757201646091,887,-0.0486312216454401,42.84103720405862,0.7322767733001208
pocket,cont,bigDisp,2.0,1.5,288,1215,-0.025756068296608908,43.12757201646091,887,-0.0486312216454401,42.84103720405862,0.7322767733001208
pocket,fade,sweep,1.0,3.0,24,89,-0.025830798422937052,70.78651685393258,62,-0.05580521756556892,69.35483870967742,0.6321708992375527
flip,cont,noBOS,3.0,3.0,24,131,-0.02589225041584289,45.038167938931295,80,0.06893278020964747,57.49999999999999,1.3892845269039111
pocket,cont,structAgainst,4.0,3.0,96,493,-0.025971349630757957,43.81338742393509,337,-0.017273044570177483,44.21364985163205,0.9432295045147083
flip,fade,structAgainst,3.0,1.0,24,331,-0.02608797350475286,27.794561933534744,227,-0.028616106139905846,29.074889867841406,0.8194124632203305
pocket,cont,posLow,4.0,1.0,24,553,-0.026216753975642538,26.763110307414106,350,-0.020545569497209818,28.000000000000004,0.8642891906878956
flip,fade,structAgainst,4.0,3.0,24,331,-0.02629119911030934,48.036253776435046,227,-0.05036874862189767,46.25550660792951,0.8207453153167145
flip,fade,sweep,2.0,2.0,24,111,-0.02632087066761943,48.64864864864865,83,-0.0764721969133051,49.39759036144578,0.6107786915164847
flip,fade,BOS,3.0,3.0,288,1713,-0.02634246750569236,49.67892586106246,1194,-0.0464767903795858,49.246231155778894,0.8381777823981867
pocket,cont,noBOS,2.0,1.0,24,1671,-0.026558917286466772,34.05146618791143,1162,-0.03946393398474313,34.42340791738382,0.7254513304489529
pocket,cont,ALL,2.0,1.0,24,1673,-0.02656160992153199,34.070531978481775,1166,-0.03967997566423592,34.39108061749571,0.7241431955768493
pocket,cont,bigDisp,1.0,2.0,96,1215,-0.026770501712980396,66.2551440329218,887,-0.04933196896404763,65.2762119503946,0.6492961215346182
pocket,cont,bigDisp,1.0,2.0,288,1215,-0.026770501712980396,66.2551440329218,887,-0.04933196896404763,65.2762119503946,0.6492961215346182
pocket,cont,bigDisp,4.0,3.0,24,1215,-0.02678687551185528,48.312757201646086,887,-0.051334276235232526,43.9684329199549,0.8056584106818285
pocket,fade,sweep,1.0,1.0,24,89,-0.02688777418272138,53.93258426966292,62,-0.04150202361856382,48.38709677419355,0.6174224543085978
pocket,cont,noSweep,2.0,1.0,24,1584,-0.027038777213062363,34.090909090909086,1104,-0.04014816366498086,34.14855072463768,0.7217006890785563
pocket,cont,ALL,3.0,1.0,24,1673,-0.027049148552096614,28.212791392707707,1166,-0.03522848624038743,28.55917667238422,0.773467023266789
pocket,cont,noSweep,4.0,2.0,24,1584,-0.027078538701023638,41.792929292929294,1104,-0.04739947790888906,38.768115942028984,0.7886242451230042
pocket,cont,structAgainst,4.0,1.0,24,493,-0.027079113380759107,27.789046653144016,337,-0.03615718498468655,26.706231454005934,0.7738150967877099
pocket,cont,noBOS,3.0,1.0,24,1671,-0.027103976409368118,28.186714542190305,1162,-0.03513636071277584,28.57142857142857,0.7739702334504477
pocket,cont,noSweep,4.0,1.0,288,1584,-0.027326501129541544,20.32828282828283,1104,-0.030311618611508086,21.105072463768117,0.8258330302150891
flip,fade,posHigh,1.0,1.5,24,900,-0.02734988049404565,59.55555555555555,619,-0.029050678117353682,62.84329563812601,0.7488463971475249
flip,fade,posHigh,1.0,1.5,96,900,-0.027449218115440124,59.66666666666667,619,-0.03002192466797455,62.84329563812601,0.7426108592471555
flip,fade,posHigh,1.0,1.5,288,900,-0.027449218115440124,59.66666666666667,619,-0.03002192466797455,62.84329563812601,0.7426108592471555
pocket,cont,posLow,2.0,1.0,24,553,-0.027611613229344873,35.2622061482821,350,-0.03273723845003075,35.42857142857142,0.7600082944119707
pocket,cont,structAlign,2.0,1.0,24,411,-0.02783164319636361,32.846715328467155,323,-0.018584460535830252,37.461300309597526,0.8646983741587491
pocket,cont,noSweep,4.0,1.0,96,1584,-0.028012765350684032,20.643939393939394,1104,-0.029948652783162315,21.3768115942029,0.827094434169288
pocket,cont,structAlign,3.0,2.0,288,411,-0.02801433596561847,37.95620437956204,323,-0.028455919005064903,42.10526315789473,0.8791431018328791
flip,cont,posLow,1.0,3.0,288,886,-0.028030804794779176,74.2663656884876,615,-0.03465466237539137,74.79674796747967,0.7412113378183146
flip,cont,posLow,1.0,3.0,96,886,-0.028030804794779176,74.2663656884876,615,-0.034308620853383195,74.79674796747967,0.7431316753060528
pocket,cont,posLow,2.0,3.0,96,553,-0.02806206993493517,61.12115732368897,350,-0.04124933222816654,57.99999999999999,0.8148947468461758
flip,cont,structAlign,4.0,3.0,24,718,-0.028154696776836925,41.64345403899721,499,-0.05645151980498487,40.28056112224449,0.7772739177286507
flip,cont,noBOS,1.0,3.0,24,131,-0.02815561430079667,67.93893129770993,80,0.04378081531758356,82.5,1.5461901955835924
pocket,cont,noBOS,2.0,1.0,288,1671,-0.028161850949920603,33.39317773788151,1162,-0.04017676002223406,33.820998278829606,0.7260267808923159
pocket,cont,noBOS,2.0,1.0,96,1671,-0.028161850949920603,33.39317773788151,1162,-0.04017676002223406,33.820998278829606,0.7260267808923159
pocket,cont,ALL,2.0,1.0,288,1673,-0.028162627346296692,33.41303048416019,1166,-0.04039035632938554,33.79073756432247,0.7247421115054574
pocket,cont,ALL,2.0,1.0,96,1673,-0.028162627346296692,33.41303048416019,1166,-0.04039035632938554,33.79073756432247,0.7247421115054574
pocket,cont,posLow,3.0,3.0,24,553,-0.028298246998747296,50.63291139240506,350,-0.03801092886018425,49.142857142857146,0.8346559002401486
flip,fade,noBOS,2.0,3.0,24,131,-0.02829850389929668,60.30534351145038,80,-0.09331448072770895,48.75,0.623149628354926
pocket,cont,bigDisp,1.0,2.0,24,1215,-0.02840313002824081,66.09053497942386,887,-0.05074640208448371,64.37429537767756,0.6402271748210034
flip,fade,structAgainst,4.0,1.0,288,331,-0.028419761496570373,21.75226586102719,227,-0.02662973083096253,22.026431718061673,0.8478347841662718
pocket,cont,posLow,2.0,1.0,96,553,-0.028696541824785,35.081374321880645,350,-0.03122363380537434,35.14285714285714,0.7737712062471013
pocket,cont,posLow,2.0,1.0,288,553,-0.028696541824785,35.081374321880645,350,-0.03122363380537434,35.14285714285714,0.7737712062471013
flip,cont,bigDisp,2.0,3.0,24,1651,-0.028846829591435853,55.72380375529982,1112,-0.0490080716244525,55.84532374100719,0.7745503066618099
pocket,cont,noSweep,2.0,1.0,96,1584,-0.02886938676249041,33.39646464646464,1104,-0.04097823611263445,33.60507246376812,0.7216755342444987
pocket,cont,noSweep,2.0,1.0,288,1584,-0.02886938676249041,33.39646464646464,1104,-0.04097823611263445,33.60507246376812,0.7216755342444987
flip,cont,bigDisp,2.0,3.0,288,1651,-0.028982674102121377,60.50878255602665,1112,-0.043278697502256554,59.53237410071942,0.813723331497585
pocket,cont,noBOS,4.0,2.0,24,1671,-0.029037606143145562,41.89108318372232,1162,-0.046914042515770055,38.81239242685026,0.7903402150535296
pocket,cont,ALL,4.0,2.0,24,1673,-0.02907753955608845,41.90077704722056,1166,-0.04731872904955396,38.76500857632933,0.7888324657582293
flip,fade,posHigh,3.0,3.0,96,900,-0.029120024352283065,50.22222222222222,619,-0.049407254972108156,48.949919224555735,0.8290769628040582
flip,cont,bigDisp,2.0,2.0,24,1651,-0.029187706153906836,49.54572986069049,1112,-0.04838080296211388,48.11151079136691,0.7529230289793557
flip,fade,ALL,3.0,3.0,288,1844,-0.029196414635222653,49.891540130151846,1274,-0.05628185755146739,48.430141287284144,0.8084403063234263
flip,cont,sweep,2.0,3.0,24,111,-0.029228181609357317,56.75675675675676,83,-0.023529470829917253,53.01204819277109,0.8780682450968983
flip,fade,noBOS,2.0,1.0,288,131,-0.02925519749231962,37.404580152671755,80,-0.08160831286642667,26.25,0.5206728402976246
flip,fade,noBOS,2.0,1.0,24,131,-0.02925519749231962,37.404580152671755,80,-0.07787419162702802,26.25,0.5323485181087291
flip,fade,noBOS,2.0,1.0,96,131,-0.02925519749231962,37.404580152671755,80,-0.08160831286642667,26.25,0.5206728402976246
pocket,cont,noBOS,4.0,1.5,24,1671,-0.029317961872820465,35.66726511071215,1162,-0.04226162928073417,33.304647160068846,0.7869318812152427
flip,cont,bigDisp,2.0,3.0,96,1651,-0.029350093071839906,60.448213204118716,1112,-0.04087914196355385,59.53237410071942,0.8222151471927913
pocket,cont,ALL,4.0,1.5,24,1673,-0.02935756013247025,35.68439928272564,1166,-0.042436412692429766,33.27615780445969,0.7862232034960714
flip,fade,structAgainst,4.0,1.0,96,331,-0.029372664820800573,21.75226586102719,227,-0.02662973083096253,22.026431718061673,0.8478347841662718
pocket,cont,noSweep,1.0,1.0,24,1584,-0.029377974119542086,49.81060606060606,1104,-0.04480216666059202,48.188405797101446,0.6037000917703251
pocket,cont,posLow,1.0,1.0,24,553,-0.029395207646518713,50.45207956600362,350,-0.04913177878925458,46.85714285714286,0.5598522663172654
pocket,cont,noSweep,1.0,1.0,96,1584,-0.029532880339432258,49.74747474747475,1104,-0.044434965536771,48.278985507246375,0.6071637632289311
pocket,cont,noSweep,1.0,1.0,288,1584,-0.029532880339432258,49.74747474747475,1104,-0.044434965536771,48.278985507246375,0.6071637632289311
pocket,cont,bigDisp,4.0,1.5,288,1215,-0.029694587418878052,27.818930041152264,887,-0.03419198598789798,28.29763246899662,0.8476818778357523
pocket,cont,posLow,1.0,1.0,96,553,-0.029772890312554236,50.45207956600362,350,-0.04887041622924557,46.85714285714286,0.5634338829462913
pocket,cont,posLow,1.0,1.0,288,553,-0.029772890312554236,50.45207956600362,350,-0.04887041622924557,46.85714285714286,0.5634338829462913
pocket,cont,bigDisp,4.0,1.5,96,1215,-0.029774148319495337,28.39506172839506,887,-0.030803159842588208,28.97406989853439,0.8609134904537052
flip,cont,posLow,3.0,3.0,96,886,-0.029950621620322554,50.79006772009029,615,-0.015835865074852254,52.19512195121951,0.9395536191735616
pocket,cont,posLow,2.0,2.0,24,553,-0.029965062167671665,49.90958408679928,350,-0.030711713035195907,50.0,0.8252822671349502
pocket,cont,structAlign,2.0,1.0,288,411,-0.030007899677123497,32.360097323600975,323,-0.021617586261559477,37.15170278637771,0.8453101366648573
pocket,cont,structAlign,2.0,1.0,96,411,-0.030007899677123497,32.360097323600975,323,-0.021617586261559477,37.15170278637771,0.8453101366648573
pocket,cont,posLow,4.0,3.0,24,553,-0.030103909192189596,48.10126582278481,350,-0.03551403906372146,46.57142857142857,0.8540697381463644
flip,cont,BOS+bigDisp,2.0,3.0,288,1566,-0.030129539778058503,60.60025542784163,1059,-0.04926597129454636,58.92351274787535,0.7905815364757711
flip,fade,BOS+struct,3.0,3.0,288,648,-0.03017702888414072,49.2283950617284,463,-0.013072388509289313,52.05183585313174,0.9516034961652358
flip,cont,BOS+bigDisp,3.0,2.0,96,1566,-0.030422183259673323,41.06002554278416,1059,-0.039826813824510296,40.32105760151086,0.8318032791607244
flip,cont,posLow,3.0,2.0,24,886,-0.030497604489771138,40.18058690744921,615,-0.03122649098422152,41.300813008130085,0.853161011149018
flip,cont,BOS+bigDisp,2.0,3.0,96,1566,-0.03051690166758935,60.53639846743295,1059,-0.04674632468544589,58.92351274787535,0.7991406896185438
flip,cont,noBOS,1.0,1.0,96,131,-0.030586585571726495,45.038167938931295,80,-0.04516088455866952,46.25,0.6212775897335792
flip,cont,noBOS,1.0,1.0,24,131,-0.030586585571726495,45.038167938931295,80,-0.04516088455866952,46.25,0.6212775897335792
flip,cont,noBOS,1.0,1.0,288,131,-0.030586585571726495,45.038167938931295,80,-0.04516088455866952,46.25,0.6212775897335792
pocket,cont,posLow,4.0,2.0,288,553,-0.030689338964691764,33.99638336347197,350,-0.022070289866893814,34.0,0.9118684954761959
flip,cont,BOS+struct,3.0,1.5,96,648,-0.030698569109223948,35.03086419753087,463,-0.05696334165374609,31.533477321814257,0.7278442559582377
pocket,cont,structAlign,3.0,2.0,24,411,-0.0307075659023828,42.579075425790755,323,-0.017758470395873263,45.82043343653251,0.9145283560110756
flip,cont,BOS+bigDisp,2.0,2.0,24,1566,-0.030898627577476856,49.489144316730524,1059,-0.049888580139141936,47.780925401322,0.7454886366460665
flip,cont,posHigh,4.0,3.0,24,900,-0.030992914997364156,43.0,619,-0.06989029456931438,41.51857835218094,0.7360714564107796
pocket,fade,structAlign,1.0,3.0,96,411,-0.03104066673521086,75.669099756691,323,-0.07302107893383891,69.96904024767801,0.576950024987863
pocket,cont,noBOS,4.0,1.0,288,1671,-0.031138496802227553,20.107719928186714,1162,-0.029078554390588568,21.17039586919105,0.8323855212062077
pocket,cont,noBOS,1.0,1.0,24,1671,-0.03116770579518161,49.371633752244165,1162,-0.0448927481951772,48.278829604130806,0.6023738291306547
flip,fade,posLow,3.0,1.5,24,886,-0.03121073427233111,36.794582392776526,615,-0.05836879950822839,32.84552845528455,0.6989576841877959
pocket,cont,ALL,1.0,1.0,24,1673,-0.031221757718003007,49.37238493723849,1166,-0.04465711612787663,48.284734133790735,0.6040650147641041
pocket,cont,ALL,4.0,1.0,288,1673,-0.03130632143805132,20.0836820083682,1166,-0.029052699385702235,21.18353344768439,0.8325340697287644
flip,cont,posLow,2.0,1.5,96,886,-0.03134698327180026,42.88939051918736,615,-0.03469725975796687,43.41463414634146,0.7917243598690459
flip,cont,posLow,2.0,1.5,288,886,-0.03134698327180026,42.88939051918736,615,-0.03469725975796687,43.41463414634146,0.7917243598690459
pocket,cont,noBOS,1.0,1.0,96,1671,-0.03140557161923164,49.31178934769599,1162,-0.04454387552676203,48.364888123924274,0.6056697459096199
pocket,cont,noBOS,1.0,1.0,288,1671,-0.03140557161923164,49.31178934769599,1162,-0.04454387552676203,48.364888123924274,0.6056697459096199
pocket,cont,ALL,1.0,1.0,288,1673,-0.03145933918362621,49.31261207411835,1166,-0.04430944027822104,48.3704974271012,0.607352035994485
pocket,cont,ALL,1.0,1.0,96,1673,-0.03145933918362621,49.31261207411835,1166,-0.04430944027822104,48.3704974271012,0.607352035994485
flip,fade,noSweep,3.0,3.0,288,1733,-0.031485363612133076,49.740334679746105,1191,-0.05796692614998227,47.942905121746435,0.804185856368536
flip,cont,BOS+bigDisp,2.0,3.0,24,1566,-0.03160834639813672,55.61941251596424,1059,-0.054376614082515214,55.240793201133144,0.7529668013643364
pocket,cont,noBOS,4.0,1.0,96,1671,-0.03166419867594331,20.46678635547576,1162,-0.02906163203426365,21.428571428571427,0.831718558829245
pocket,cont,sweep,4.0,2.0,96,89,-0.031792458559608675,38.20224719101123,62,-0.019462197286277606,37.096774193548384,0.9193786764249791
pocket,cont,ALL,4.0,1.0,96,1673,-0.03183139485764429,20.442319187089062,1166,-0.029035835082057676,21.440823327615778,0.8318700794652713
flip,fade,structAlign,1.0,3.0,24,718,-0.03184657198485935,74.79108635097494,499,-0.027410345370388188,74.9498997995992,0.7894066643653674
flip,fade,sweep,4.0,3.0,96,111,-0.031947109520035696,40.54054054054054,83,-0.056371812898430934,46.98795180722892,0.8098138402609808
pocket,cont,bigDisp,2.0,1.0,24,1215,-0.03198295284760857,33.744855967078195,887,-0.035874244589926316,34.72378804960542,0.7507621074951768
flip,cont,bigDisp,3.0,2.0,96,1651,-0.03215284854379725,40.88431253785584,1112,-0.035122156105165656,40.73741007194245,0.850970196500119
flip,cont,BOS+struct,3.0,1.5,288,648,-0.03224763052876207,34.876543209876544,463,-0.05696334165374609,31.533477321814257,0.7278442559582377
flip,fade,BOS+struct,4.0,1.0,24,648,-0.03226186238063676,25.154320987654323,463,-0.0034596196643950205,28.077753779697623,0.9766754431925172
flip,fade,structAlign,3.0,3.0,288,718,-0.03228457480969403,50.0,499,-0.032964711309057516,50.901803607214426,0.8835306899201385
flip,fade,BOS+struct,1.0,1.5,96,648,-0.032374212061637576,59.5679012345679,463,-0.0271246629715594,62.419006479481645,0.7599286184653873
flip,fade,BOS+struct,1.0,1.5,288,648,-0.032374212061637576,59.5679012345679,463,-0.0271246629715594,62.419006479481645,0.7599286184653873
flip,cont,BOS+struct,3.0,1.5,24,648,-0.03242430915297831,35.49382716049383,463,-0.0642693431336064,31.96544276457883,0.6827892461133759
flip,fade,BOS+struct,1.0,3.0,24,648,-0.032442280984792515,74.38271604938271,463,-0.023386369262437073,75.377969762419,0.8154047390783952
flip,cont,BOS+bigDisp,3.0,3.0,96,1566,-0.032545680467162164,50.510855683269476,1059,-0.03489042929960828,50.6137865911237,0.875678490750098
pocket,cont,structAlign,3.0,2.0,96,411,-0.03261769517862805,37.469586374695865,323,-0.028013800181995382,41.795665634674926,0.880606264748324
flip,fade,ALL,2.0,3.0,288,1844,-0.03264035574199267,59.219088937093275,1274,-0.05277618778095501,58.55572998430141,0.7768830997265519
flip,cont,posLow,3.0,2.0,288,886,-0.03268877309688959,40.51918735891648,615,-0.022805116831959047,41.78861788617886,0.896870376285002
flip,fade,BOS+struct,1.0,1.5,24,648,-0.032749572483615604,59.413580246913575,463,-0.0271246629715594,62.419006479481645,0.7599286184653873
pocket,cont,bigDisp,3.0,1.0,24,1215,-0.03289233931378759,27.983539094650205,887,-0.028728882718507626,28.861330326944756,0.8155746089432987
flip,fade,structAgainst,2.0,3.0,24,331,-0.03290055052137989,58.30815709969789,227,-0.06547110396853172,55.50660792951542,0.7210681932859543
pocket,fade,structAgainst,3.0,2.0,288,493,-0.032911187986376454,42.190669371196755,337,-0.04742628995676652,39.16913946587537,0.8059169380828716
flip,cont,structAlign,3.0,2.0,24,718,-0.033004300311535326,40.947075208913645,499,-0.05253909434731371,39.478957915831664,0.7568356455484688
pocket,cont,posLow,3.0,3.0,288,553,-0.03301875194199775,50.99457504520796,350,-0.040631737944582955,48.57142857142857,0.8546990696827199
pocket,fade,structAlign,1.0,3.0,288,411,-0.033122449637200416,75.669099756691,323,-0.07302107893383891,69.96904024767801,0.576950024987863
pocket,fade,structAgainst,3.0,2.0,96,493,-0.03319473388702602,42.190669371196755,337,-0.04943458985950376,39.16913946587537,0.79668086081589
pocket,cont,bigDisp,3.0,1.0,288,1215,-0.03322769137413123,25.185185185185183,887,-0.029822812324573914,26.493799323562573,0.8165396833449589
flip,fade,BOS,1.0,3.0,96,1713,-0.03325049324285522,74.19731465265616,1194,-0.038244378264527,75.12562814070351,0.7278151126412583
flip,fade,BOS,1.0,3.0,288,1713,-0.03325049324285522,74.19731465265616,1194,-0.038244378264527,75.12562814070351,0.7278151126412583
flip,cont,posLow,3.0,2.0,96,886,-0.033291689763755655,40.40632054176072,615,-0.023306540079166355,41.78861788617886,0.8946028329442911
flip,cont,BOS+bigDisp,3.0,1.5,24,1566,-0.0333023623432757,34.41890166028097,1059,-0.049405802431822396,33.050047214353164,0.7527673735775428
flip,fade,structAlign,2.0,2.0,288,718,-0.033358012062320176,49.58217270194986,499,-0.037543676242543816,49.69939879759519,0.809261554839248
flip,fade,structAlign,2.0,2.0,96,718,-0.033358012062320176,49.58217270194986,499,-0.037543676242543816,49.69939879759519,0.809261554839248
flip,fade,ALL,1.0,3.0,288,1844,-0.03338537719355871,74.34924078091106,1274,-0.04176758248596657,74.72527472527473,0.7098783960643469
pocket,cont,bigDisp,2.0,1.0,288,1215,-0.03345445397888863,33.25102880658436,887,-0.0379189240265429,34.2728297632469,0.7406696385262683
pocket,cont,bigDisp,2.0,1.0,96,1215,-0.03345445397888863,33.25102880658436,887,-0.0379189240265429,34.2728297632469,0.7406696385262683
flip,fade,ALL,1.0,3.0,96,1844,-0.03348156480870406,74.34924078091106,1274,-0.04176758248596657,74.72527472527473,0.7098783960643469
flip,fade,structAlign,4.0,1.0,24,718,-0.03356079533488974,25.62674094707521,499,-0.014237884046627469,27.054108216432866,0.9063739533487557
flip,cont,bigDisp,3.0,3.0,96,1651,-0.03366654079009296,50.39370078740157,1112,-0.02628526587116293,51.2589928057554,0.9052392055704718
flip,cont,posLow,2.0,1.5,24,886,-0.03369237657258669,42.43792325056434,615,-0.0365247570005522,43.2520325203252,0.7793885108636258
pocket,cont,posLow,4.0,3.0,96,553,-0.03381286622451024,45.02712477396022,350,-0.02995090484149609,42.285714285714285,0.901081075216519
flip,fade,structAlign,2.0,3.0,288,718,-0.03382319278841929,59.610027855153206,499,-0.04194843182952939,59.719438877755515,0.818256153492595
flip,cont,posLow,1.0,3.0,24,886,-0.033830369389400705,71.55756207674943,615,-0.03472639657942735,73.00813008130082,0.7349081867851024
flip,cont,bigDisp,3.0,1.5,24,1651,-0.03385702847240083,34.161114476075106,1112,-0.04567328790454056,33.543165467625904,0.7699935750215283
flip,cont,posLow,2.0,2.0,288,886,-0.033868582415830004,50.0,615,-0.028442708258454713,51.21951219512195,0.8457025732892426
flip,fade,BOS,3.0,3.0,96,1713,-0.03388816165664206,49.67892586106246,1194,-0.04771124545383034,49.16247906197655,0.8324443372474103
pocket,cont,bigDisp,3.0,1.0,96,1215,-0.033931899417520284,25.185185185185183,887,-0.029136287047368613,26.606538895152198,0.8204569459099644
flip,cont,BOS+bigDisp,3.0,2.0,288,1566,-0.03395026052065881,40.9323116219668,1059,-0.04020995556833612,40.226628895184135,0.830600474752326
flip,fade,structAgainst,2.0,1.5,288,331,-0.033991104517151864,44.10876132930513,227,-0.06847034764452159,38.76651982378855,0.6464195068815239
flip,fade,structAgainst,2.0,1.5,96,331,-0.033991104517151864,44.10876132930513,227,-0.06847034764452159,38.76651982378855,0.6464195068815239
flip,cont,BOS+bigDisp,1.0,3.0,288,1566,-0.034203043856193015,74.13793103448276,1059,-0.05217046954280396,72.8989612842304,0.659543511706754
flip,cont,BOS+bigDisp,1.0,3.0,96,1566,-0.034203043856193015,74.13793103448276,1059,-0.052383572804355266,72.80453257790369,0.6582126397013184
flip,cont,posLow,3.0,3.0,24,886,-0.034377333442975645,46.27539503386004,615,-0.017510372169164193,48.78048780487805,0.923355926141371
flip,fade,BOS,2.0,3.0,288,1713,-0.0343842361272914,58.90251021599533,1194,-0.04546920946788159,59.2964824120603,0.8029771445001643
flip,fade,structAlign,1.0,1.5,96,718,-0.034396110350340355,59.610027855153206,499,-0.029815678493089994,62.124248496993985,0.7423706207726054
flip,fade,structAlign,1.0,1.5,288,718,-0.034396110350340355,59.610027855153206,499,-0.029815678493089994,62.124248496993985,0.7423706207726054
flip,fade,sweep,2.0,1.5,24,111,-0.0345785822778922,39.63963963963964,83,-0.03822600864049298,48.19277108433735,0.7542907807842818
pocket,cont,structAlign,3.0,1.5,24,411,-0.03458709769013221,36.25304136253041,323,-0.016983053559974547,39.628482972136226,0.907916129710599
flip,cont,bigDisp,4.0,3.0,24,1651,-0.03460136743574641,41.06602059357965,1112,-0.04286626749565274,42.62589928057554,0.8382177000228808
flip,cont,BOS+bigDisp,1.0,3.0,24,1566,-0.03467473509386415,71.71136653895275,1059,-0.054711972515404036,70.0661000944287,0.6376585510898747
flip,fade,BOS+struct,2.0,2.0,288,648,-0.034707685994383904,49.2283950617284,463,-0.027637434380407038,50.75593952483801,0.8543708049731298
flip,fade,BOS+struct,2.0,2.0,96,648,-0.034707685994383904,49.2283950617284,463,-0.027637434380407038,50.75593952483801,0.8543708049731298
flip,fade,structAlign,1.0,1.5,24,718,-0.03473487574510604,59.47075208913649,499,-0.02935204120119086,62.124248496993985,0.745356643973849
