t,year,dir,netpct,R,eq
2020-01-25 21:00:00+00:00,2020,1,-1.0078785322648809,-0.5039392661324404,10203.827281502623
2020-01-26 00:20:00+00:00,2020,-1,-1.0328035731036111,-0.5164017865518056,10151.134535124284
2020-01-26 06:05:00+00:00,2020,1,2.92,1.46,10299.341099337098
2020-01-28 17:30:00+00:00,2020,-1,-2.08,-1.04,10192.227951903993
2020-01-28 21:05:00+00:00,2020,1,2.92,1.46,10341.03448000179
2020-01-30 00:25:00+00:00,2020,-1,-1.5426185457522479,-0.7713092728761239,10261.27312214622
2020-01-30 07:30:00+00:00,2020,1,0.035437869803569624,0.017718934901784812,10263.091310450827
2020-01-31 05:35:00+00:00,2020,-1,-0.24608996539793088,-0.12304498269896544,10250.463091523505
2020-01-31 22:40:00+00:00,2020,1,-0.7940655392693595,-0.39703276963467976,10209.765394010848
2020-02-01 11:25:00+00:00,2020,-1,-0.8409528825854417,-0.4204764412927208,10166.835735817776
2020-02-02 10:00:00+00:00,2020,1,-0.47258393540162474,-0.23629196770081237,10142.812319604704
2020-02-02 23:00:00+00:00,2020,-1,-2.08,-1.04,10037.327071480815
2020-02-03 01:30:00+00:00,2020,1,-2.08,-1.04,9932.938869937414
2020-02-03 10:00:00+00:00,2020,-1,0.8614426321438852,0.4307213160719426,9975.72215496263
2020-02-05 05:00:00+00:00,2020,1,2.92,1.46,10121.367698425083
2020-02-08 02:50:00+00:00,2020,-1,-1.0592843304234467,-0.5296421652117234,10067.760667398104
2020-02-08 08:45:00+00:00,2020,1,2.92,1.46,10214.749973142116
2020-02-10 05:45:00+00:00,2020,-1,2.92,1.46,10363.88532274999
2020-02-11 12:20:00+00:00,2020,1,2.92,1.46,10515.198048462138
2020-02-13 08:05:00+00:00,2020,-1,-1.5865915199726555,-0.7932957599863277,10431.781428189523
2020-02-13 13:35:00+00:00,2020,1,-2.08,-1.04,10323.290901336351
2020-02-13 13:55:00+00:00,2020,-1,-1.2157262075625486,-0.6078631037812743,10260.539424851118
2020-02-14 10:30:00+00:00,2020,1,-0.41472559494899247,-0.20736279747449624,10239.262883263773
2020-02-15 01:55:00+00:00,2020,-1,2.92,1.46,10388.756121359424
2020-02-16 23:25:00+00:00,2020,1,-1.7970675531712144,-0.8985337765856072,10295.409638641904
2020-02-17 03:35:00+00:00,2020,-1,2.92,1.46,10445.722619366075
2020-02-18 04:30:00+00:00,2020,1,-1.2905214695681488,-0.6452607347840744,10378.320472838848
2020-02-18 10:10:00+00:00,2020,-1,-1.9921829167003446,-0.9960914583501723,10274.942909088693
2020-02-18 15:20:00+00:00,2020,1,2.92,1.46,10424.957075561388
2020-02-19 21:30:00+00:00,2020,-1,2.92,1.46,10577.161448864583
2020-02-21 03:25:00+00:00,2020,1,-0.7817967607315878,-0.3908983803657939,10535.815496072297
2020-02-21 20:00:00+00:00,2020,-1,-0.8517255717255788,-0.4258627858627894,10490.94737868736
2020-02-22 20:05:00+00:00,2020,1,2.92,1.46,10644.115210416196
2020-02-24 02:35:00+00:00,2020,-1,2.92,1.46,10799.519292488272
2020-02-27 12:15:00+00:00,2020,1,-2.08,-1.04,10687.204291846394
2020-02-27 21:35:00+00:00,2020,-1,2.92,1.46,10843.23747450735
2020-02-28 22:40:00+00:00,2020,1,-1.5212287903667332,-0.7606143951833666,10760.76224937233
2020-02-29 10:55:00+00:00,2020,-1,-1.1755420497708702,-0.5877710248854351,10697.51360681371
2020-03-01 12:00:00+00:00,2020,1,-2.08,-1.04,10586.259465302848
2020-03-01 16:30:00+00:00,2020,-1,-1.7523736087119524,-0.8761868043559762,10493.50405679298
2020-03-02 02:40:00+00:00,2020,1,2.92,1.46,10646.709216022156
2020-03-03 07:05:00+00:00,2020,-1,-1.5709337117946731,-0.7854668558973366,10563.082843886536
2020-03-03 12:00:00+00:00,2020,1,-1.5832315766381533,-0.7916157883190766,10479.463812361106
2020-03-03 14:00:00+00:00,2020,-1,-0.8540516240007489,-0.4270258120003744,10434.713796923086
2020-03-04 01:15:00+00:00,2020,1,-1.088047149495639,-0.5440235747478195,10377.946493910362
2020-03-04 10:00:00+00:00,2020,-1,-0.7777282042944565,-0.3888641021472283,10337.590385455498
2020-03-05 00:10:00+00:00,2020,1,2.92,1.46,10488.519205083148
2020-03-06 15:45:00+00:00,2020,-1,-1.1763922089419987,-0.5881961044709993,10426.826143702157
2020-03-06 23:20:00+00:00,2020,1,-1.011136816685585,-0.5055684083427925,10374.111404726773
2020-03-07 16:55:00+00:00,2020,-1,2.92,1.46,10525.573431235784
2020-03-10 10:30:00+00:00,2020,1,-1.6616424854775302,-0.8308212427387651,10438.124731249009
2020-03-10 15:30:00+00:00,2020,-1,-2.08,-1.04,10329.56823404402
2020-03-10 20:40:00+00:00,2020,1,-2.08,-1.04,10222.140724409963
2020-03-11 05:40:00+00:00,2020,-1,2.92,1.46,10371.383978986347
2020-03-11 22:30:00+00:00,2020,1,-2.08,-1.04,10263.521585604889
2020-03-12 01:50:00+00:00,2020,-1,2.92,1.46,10413.36900075472
2020-03-13 13:30:00+00:00,2020,1,-2.08,-1.04,10305.06996314687
2020-03-13 15:30:00+00:00,2020,-1,-2.08,-1.04,10197.897235530143
2020-03-15 10:15:00+00:00,2020,1,2.92,1.46,10346.786535168883
2020-03-15 20:45:00+00:00,2020,-1,-2.08,-1.04,10239.179955203128
2020-03-15 21:10:00+00:00,2020,1,-2.08,-1.04,10132.692483669016
2020-03-16 05:45:00+00:00,2020,-1,2.92,1.46,10280.629793930582
2020-03-17 01:15:00+00:00,2020,1,2.92,1.46,10430.726988921968
2020-03-18 06:25:00+00:00,2020,-1,2.92,1.46,10583.015602960228
2020-03-18 13:50:00+00:00,2020,1,-2.08,-1.04,10472.952240689441
2020-03-20 18:35:00+00:00,2020,-1,2.92,1.46,10625.857343403506
2020-03-21 20:35:00+00:00,2020,1,-2.08,-1.04,10515.34842703211
2020-03-22 12:00:00+00:00,2020,-1,2.92,1.46,10668.872514066778
2020-03-23 12:10:00+00:00,2020,1,2.92,1.46,10824.638052772152
2020-03-25 10:50:00+00:00,2020,-1,-2.08,-1.04,10712.061817023323
2020-03-26 00:15:00+00:00,2020,1,-2.08,-1.04,10600.65637412628
2020-03-26 07:50:00+00:00,2020,-1,-2.08,-1.04,10490.409547835367
2020-03-26 20:10:00+00:00,2020,1,-1.0870028407609622,-0.5435014203804811,10433.394022939152
2020-03-27 05:10:00+00:00,2020,-1,2.92,1.46,10585.721575674062
2020-03-30 05:00:00+00:00,2020,1,2.92,1.46,10740.273110678903
2020-03-31 12:10:00+00:00,2020,-1,-2.08,-1.04,10628.574270327843
2020-04-01 20:45:00+00:00,2020,1,2.92,1.46,10783.75145467463
2020-04-03 14:40:00+00:00,2020,-1,-1.5776843985891276,-0.7888421992945638,10698.684672533116
2020-04-04 09:45:00+00:00,2020,1,-2.08,-1.04,10587.418351938772
2020-04-04 11:40:00+00:00,2020,-1,-2.08,-1.04,10477.30920107861
2020-04-04 20:25:00+00:00,2020,1,-2.08,-1.04,10368.345185387392
2020-04-05 17:10:00+00:00,2020,-1,-1.7451357465390815,-0.8725678732695408,10277.874336310013
2020-04-06 00:20:00+00:00,2020,1,2.92,1.46,10427.93130162014
2020-04-07 20:00:00+00:00,2020,-1,-1.7912576005694048,-0.8956288002847024,10334.535745608926
2020-04-08 03:10:00+00:00,2020,1,-1.0591379649675359,-0.5295689824837679,10279.807249816484
2020-04-09 04:00:00+00:00,2020,-1,2.92,1.46,10429.892435663804
2020-04-12 00:00:00+00:00,2020,1,-1.575643692824833,-0.7878218464124165,10347.723464498327
2020-04-12 04:05:00+00:00,2020,-1,-1.5982054999587358,-0.7991027499793679,10265.034521733261
2020-04-12 12:20:00+00:00,2020,1,2.92,1.46,10414.904025750566
2020-04-12 23:55:00+00:00,2020,-1,2.92,1.46,10566.961624526524
2020-04-13 21:00:00+00:00,2020,1,-1.2067696154902419,-0.6033848077451209,10503.202183443875
2020-04-14 08:25:00+00:00,2020,-1,-1.7869041421307275,-0.8934520710653637,10409.361106007713
2020-04-14 13:55:00+00:00,2020,1,-0.8848491398093271,-0.44242456990466356,10363.307534904634
2020-04-15 09:30:00+00:00,2020,-1,2.92,1.46,10514.611824914242
2020-04-16 07:00:00+00:00,2020,1,2.92,1.46,10668.12515755799
2020-04-19 05:50:00+00:00,2020,-1,-0.6967424340095539,-0.34837121700477697,10630.960480115013
2020-04-19 21:55:00+00:00,2020,1,-1.1387905942848753,-0.5693952971424376,10570.428291100166
2020-04-20 00:00:00+00:00,2020,-1,-1.4486905869617628,-0.7243452934808814,10493.86189127281
2020-04-20 04:00:00+00:00,2020,1,-1.3357803668883927,-0.6678901834441964,10423.774417836808
2020-04-20 10:15:00+00:00,2020,-1,2.92,1.46,10575.961524337225
2020-04-22 05:55:00+00:00,2020,1,2.92,1.46,10730.370562592547
2020-04-23 06:15:00+00:00,2020,-1,-1.1880706109227956,-0.5940353054613978,10666.62837304391
2020-04-23 11:40:00+00:00,2020,1,2.92,1.46,10822.36114729035
2020-04-24 14:15:00+00:00,2020,-1,-1.8566138832107315,-0.9283069416053658,10721.896417514452
2020-04-25 05:55:00+00:00,2020,1,-0.6369211200302515,-0.31846056001512574,10687.751406138994
2020-04-26 15:05:00+00:00,2020,-1,-1.7718210477749219,-0.8859105238874609,10593.067491665079
2020-04-26 19:55:00+00:00,2020,1,2.92,1.46,10747.726277043388
2020-04-30 09:55:00+00:00,2020,-1,-2.08,-1.04,10635.949923762137
2020-05-01 10:00:00+00:00,2020,1,-2.08,-1.04,10525.336044555012
2020-05-01 16:00:00+00:00,2020,-1,-2.08,-1.04,10415.87254969164
2020-05-01 23:25:00+00:00,2020,1,2.92,1.46,10567.944288917137
2020-05-03 12:25:00+00:00,2020,-1,2.92,1.46,10722.236275535326
2020-05-04 13:55:00+00:00,2020,1,2.92,1.46,10878.780925158142
2020-05-05 10:10:00+00:00,2020,-1,-1.776600570101281,-0.8883002850506405,10782.144683189928
2020-05-05 21:00:00+00:00,2020,1,2.92,1.46,10939.5639955645
2020-05-07 00:00:00+00:00,2020,-1,-2.08,-1.04,10825.792530010629
2020-05-07 02:35:00+00:00,2020,1,2.92,1.46,10983.849100948784
2020-05-08 23:45:00+00:00,2020,-1,2.92,1.46,11144.213297822636
2020-05-11 11:15:00+00:00,2020,1,2.92,1.46,11306.918811970847
2020-05-11 16:35:00+00:00,2020,-1,-2.08,-1.04,11189.32685632635
2020-05-12 09:00:00+00:00,2020,1,2.92,1.46,11352.691028428713
2020-05-15 02:30:00+00:00,2020,-1,-2.08,-1.04,11234.623041733055
2020-05-16 05:15:00+00:00,2020,1,-2.08,-1.04,11117.782962099032
2020-05-16 16:35:00+00:00,2020,-1,-1.5677722413218609,-0.7838861206609304,11030.632204533933
2020-05-17 00:30:00+00:00,2020,1,2.92,1.46,11191.679434720128
2020-05-18 08:45:00+00:00,2020,-1,-2.08,-1.04,11075.285968599039
2020-05-19 08:15:00+00:00,2020,1,-2.08,-1.04,10960.102994525609
2020-05-20 15:15:00+00:00,2020,-1,2.92,1.46,11120.120498245682
2020-05-22 15:35:00+00:00,2020,1,-0.8388267246061986,-0.4194133623030993,11073.481226971833
2020-05-23 09:55:00+00:00,2020,-1,-1.1677763364586236,-0.5838881682293118,11008.824480276451
2020-05-23 20:50:00+00:00,2020,1,-1.2475755751246353,-0.6237877875623177,10940.152777614316
2020-05-24 00:05:00+00:00,2020,-1,-1.7376637777071524,-0.8688318888535762,10845.101241593104
2020-05-24 06:00:00+00:00,2020,1,-1.2245366938313218,-0.6122683469156609,10778.700119499872
2020-05-24 11:30:00+00:00,2020,-1,2.92,1.46,10936.06914124457
2020-05-25 19:05:00+00:00,2020,1,-1.2791246087801333,-0.6395623043900667,10866.126165435136
2020-05-26 12:20:00+00:00,2020,-1,-1.4016513553362842,-0.7008256776681421,10789.973563099951
2020-05-27 08:20:00+00:00,2020,1,2.92,1.46,10947.50717712121
2020-05-29 10:50:00+00:00,2020,-1,-1.2580118676000929,-0.6290059338000464,10878.646707373931
2020-05-30 04:20:00+00:00,2020,1,-0.417099740189617,-0.2085498700948085,10855.95930379763
2020-05-30 20:30:00+00:00,2020,-1,-1.329699794855408,-0.664849897427704,10783.783469501539
2020-05-30 22:20:00+00:00,2020,1,-0.7190811275664876,-0.3595405637832438,10745.01139361813
2020-05-31 09:00:00+00:00,2020,-1,-1.3542892658718308,-0.6771446329359154,10672.252125657893
2020-05-31 12:05:00+00:00,2020,1,-1.740539979231568,-0.870269989615784,10579.37471819216
2020-05-31 14:55:00+00:00,2020,-1,-1.193716976290613,-0.5968584881453065,10516.230822193933
2020-06-01 04:10:00+00:00,2020,1,2.92,1.46,10669.767792197963
2020-06-02 14:45:00+00:00,2020,-1,2.92,1.46,10825.546401964053
2020-06-03 23:35:00+00:00,2020,1,-0.8866099833441087,-0.44330499167205434,10777.556214388373
2020-06-04 09:15:00+00:00,2020,-1,-1.3794154987115759,-0.6897077493557879,10703.22257398656
2020-06-04 13:15:00+00:00,2020,1,0.22122070388236553,0.11061035194118277,10715.061446144695
2020-06-05 10:55:00+00:00,2020,-1,-0.2871180995857569,-0.14355904979287845,10699.679005747887
2020-06-06 12:00:00+00:00,2020,1,-1.3216832735417272,-0.6608416367708636,10628.971071877075
2020-06-06 17:00:00+00:00,2020,-1,-1.063834035823894,-0.531917017911947,10572.433765916823
2020-06-06 20:50:00+00:00,2020,1,-0.9165295936915262,-0.4582647968457631,10523.984023797791
2020-06-07 08:20:00+00:00,2020,-1,-0.5321182248585775,-0.26605911242928876,10495.984005311875
2020-06-07 19:40:00+00:00,2020,1,-0.2559529576977559,-0.12797647884887794,10482.551614561335
2020-06-09 00:20:00+00:00,2020,-1,-1.0635045129162668,-0.5317522564581334,10426.810409816517
2020-06-09 12:00:00+00:00,2020,1,0.5424701555404888,0.2712350777702444,10455.09157714054
2020-06-11 06:15:00+00:00,2020,-1,2.92,1.46,10607.735914166791
2020-06-12 11:15:00+00:00,2020,1,-1.1690780249474098,-0.5845390124737049,10545.729559408303
2020-06-12 15:15:00+00:00,2020,-1,-1.0615224038988158,-0.5307612019494079,10489.756918444453
2020-06-13 19:40:00+00:00,2020,1,-1.1363922705681073,-0.5681961352840537,10430.15452503316
2020-06-13 20:00:00+00:00,2020,-1,-1.0516958395806109,-0.5258479197903054,10375.30777443236
2020-06-13 23:55:00+00:00,2020,1,-0.8900509687871682,-0.4450254843935841,10329.135010751868
2020-06-14 06:45:00+00:00,2020,-1,2.92,1.46,10479.940381908846
2020-06-15 15:20:00+00:00,2020,1,2.92,1.46,10632.947511484714
2020-06-17 03:00:00+00:00,2020,-1,-1.0584085953969513,-0.5292042976984757,10576.677496281915
2020-06-17 07:45:00+00:00,2020,1,-0.9207466906499849,-0.46037334532499247,10527.985292268046
2020-06-17 13:55:00+00:00,2020,-1,-0.43305174666313556,-0.21652587333156778,10505.189480169744
2020-06-18 09:45:00+00:00,2020,1,-0.9879265929893609,-0.49396329649468046,10453.297699910485
2020-06-18 13:35:00+00:00,2020,-1,-0.19518331301729747,-0.09759165650864873,10443.096153525363
2020-06-19 09:15:00+00:00,2020,1,-1.0362732482957915,-0.5181366241478957,10388.986647658969
2020-06-19 17:20:00+00:00,2020,-1,-0.5377691811734396,-0.2688845905867198,10361.052263445303
2020-06-20 21:05:00+00:00,2020,1,-0.44550927411591607,-0.22275463705795803,10337.97253908048
2020-06-21 18:30:00+00:00,2020,-1,-0.6225989566725908,-0.3112994783362954,10305.790484495774
2020-06-22 01:50:00+00:00,2020,1,2.92,1.46,10456.255025569411
2020-06-24 07:25:00+00:00,2020,-1,2.92,1.46,10608.916348942725
2020-06-25 21:05:00+00:00,2020,1,-1.197424690153468,-0.598712345076734,10545.39945708274
2020-06-26 00:15:00+00:00,2020,-1,2.92,1.46,10699.362289156148
2020-06-28 08:45:00+00:00,2020,1,-0.22409762448556186,-0.11204881224278093,10687.373780793596
2020-06-29 13:20:00+00:00,2020,-1,-1.0851667138109011,-0.5425833569054506,10629.385869368734
2020-06-29 16:05:00+00:00,2020,1,-0.34473519369972777,-0.17236759684986389,10611.064252385804
2020-06-30 12:35:00+00:00,2020,-1,-0.6941267806002215,-0.34706339030011074,10574.237133044551
2020-07-01 08:35:00+00:00,2020,1,0.14958683091680586,0.07479341545840293,10582.145966155025
2020-07-02 06:05:00+00:00,2020,-1,-0.6218715997067558,-0.3109357998533779,10549.242285953509
2020-07-02 12:50:00+00:00,2020,1,-1.7417480971193755,-0.8708740485596878,10457.371672565456
2020-07-02 15:00:00+00:00,2020,-1,-0.802750809381889,-0.4013754046909445,10415.39835469466
2020-07-04 17:30:00+00:00,2020,1,-0.9015404812379145,-0.45077024061895726,10368.44883846978
2020-07-05 05:55:00+00:00,2020,-1,-0.4238042011948195,-0.21190210059740974,10346.477877581696
2020-07-06 02:00:00+00:00,2020,1,1.2336566516351644,0.6168283258175822,10410.297883855068
2020-07-07 09:50:00+00:00,2020,-1,-0.7119549983914152,-0.3559774991957076,10373.239565789298
2020-07-08 02:00:00+00:00,2020,1,0.7164469360097537,0.35822346800487687,10410.398944306322
2020-07-09 10:30:00+00:00,2020,-1,-0.6780350277659196,-0.3390175138829598,10375.105868620038
2020-07-09 12:50:00+00:00,2020,1,-0.6788322717622063,-0.33941613588110314,10339.891085187195
2020-07-09 14:15:00+00:00,2020,-1,1.230501634522665,0.6152508172613325,10403.50734959274
2020-07-10 15:40:00+00:00,2020,1,-0.37910571287582456,-0.18955285643791228,10383.78720424186
2020-07-11 09:10:00+00:00,2020,-1,-0.4121307162301279,-0.20606535811506396,10362.389815953533
2020-07-11 23:20:00+00:00,2020,1,-0.40670405372660084,-0.20335202686330042,10341.317686231316
2020-07-12 13:35:00+00:00,2020,-1,-0.5665612287868748,-0.2832806143934374,10312.022737953383
2020-07-12 21:45:00+00:00,2020,1,-0.1163991026595012,-0.0581995513297506,10306.021186986873
2020-07-13 19:20:00+00:00,2020,-1,-0.12224697734223071,-0.061123488671115354,10299.721787294202
2020-07-14 17:45:00+00:00,2020,1,-0.5661210863796428,-0.2830605431898214,10270.567338856046
2020-07-15 08:20:00+00:00,2020,-1,0.7326763620577293,0.3663381810288647,10308.192348426557
2020-07-17 11:55:00+00:00,2020,1,-0.17311618624112673,-0.08655809312056337,10299.26977369456
2020-07-18 02:00:00+00:00,2020,-1,-0.34241401176918534,-0.17120700588459267,10281.63670228704
2020-07-18 08:55:00+00:00,2020,1,-0.09245279679984446,-0.04622639839992223,10276.883871943008
2020-07-19 03:10:00+00:00,2020,-1,-0.203997233823836,-0.101998616911918,10266.401592531982
2020-07-19 19:50:00+00:00,2020,1,-0.20089761019904445,-0.10044880509952223,10256.089114805565
2020-07-20 10:45:00+00:00,2020,-1,-0.4638884822530808,-0.2319442411265404,10232.300706738968
2020-07-20 17:05:00+00:00,2020,1,-0.4373900514101891,-0.21869502570509455,10209.923174078143
2020-07-20 19:30:00+00:00,2020,-1,-0.5753036260375798,-0.2876518130187899,10180.554144960082
2020-07-21 05:45:00+00:00,2020,1,1.007775163427107,0.5038875817135535,10231.852693046161
2020-07-22 07:55:00+00:00,2020,-1,-0.7629050125571889,-0.38145250627859445,10192.823034509804
2020-07-22 17:35:00+00:00,2020,1,2.92,1.46,10341.638250813647
2020-07-24 06:20:00+00:00,2020,-1,-0.6793036482320857,-0.33965182411604283,10306.512687851276
2020-07-24 16:50:00+00:00,2020,1,2.92,1.46,10456.987773093904
2020-07-28 10:10:00+00:00,2020,-1,-2.08,-1.04,10348.235100253729
2020-07-28 11:40:00+00:00,2020,1,2.92,1.46,10499.319332717432
2020-07-30 00:00:00+00:00,2020,-1,-0.9627482422732124,-0.4813741211366062,10448.778326554238
2020-07-30 18:30:00+00:00,2020,1,-1.0999605275365898,-0.5499802637682949,10391.312107953292
2020-07-31 01:30:00+00:00,2020,-1,-1.3935023270459679,-0.6967511635229839,10318.910519935824
2020-07-31 06:30:00+00:00,2020,1,2.92,1.46,10469.566613526886
2020-08-02 04:35:00+00:00,2020,-1,2.92,1.46,10622.422286084378
2020-08-03 13:45:00+00:00,2020,1,-0.8407732652916698,-0.4203866326458349,10577.767042730487
2020-08-03 21:55:00+00:00,2020,-1,-1.902640704273515,-0.9513203521367575,10477.138592051379
2020-08-04 00:45:00+00:00,2020,1,-2.08,-1.04,10368.176350694044
2020-08-04 11:35:00+00:00,2020,-1,-0.8924274618337645,-0.44621373091688227,10321.912124171571
2020-08-05 05:50:00+00:00,2020,1,2.92,1.46,10472.612041184475
2020-08-07 11:50:00+00:00,2020,-1,2.92,1.46,10625.512176985767
2020-08-08 09:30:00+00:00,2020,1,-0.3409698523311277,-0.17048492616556385,10607.39728039612
2020-08-09 05:55:00+00:00,2020,-1,-0.6808225577580184,-0.3404112788790092,10571.288503658147
2020-08-10 00:05:00+00:00,2020,1,2.92,1.46,10725.629315811555
2020-08-10 10:25:00+00:00,2020,-1,-2.08,-1.04,10614.082770927114
2020-08-10 14:25:00+00:00,2020,1,-1.6110202707050525,-0.8055101353525262,10528.58525843259
2020-08-11 06:25:00+00:00,2020,-1,2.92,1.46,10682.302603205704
2020-08-12 10:15:00+00:00,2020,1,-0.447795458155773,-0.2238977290778865,10658.385170263899
2020-08-13 08:05:00+00:00,2020,-1,-1.1532190123039276,-0.5766095061519638,10596.927908169866
2020-08-13 11:15:00+00:00,2020,1,2.92,1.46,10751.643055629145
2020-08-15 12:20:00+00:00,2020,-1,-1.3280556178210645,-0.6640278089105323,10680.24915582497
2020-08-15 21:20:00+00:00,2020,1,-1.0381106477331126,-0.5190553238665563,10624.812753979448
2020-08-16 10:30:00+00:00,2020,-1,-0.9871773187042442,-0.4935886593521221,10572.369883148407
2020-08-16 22:55:00+00:00,2020,1,2.92,1.46,10726.726483442373
2020-08-18 11:55:00+00:00,2020,-1,2.92,1.46,10883.336690100632
2020-08-20 14:45:00+00:00,2020,1,-0.5989947695256158,-0.2994973847628079,10850.74138133885
2020-08-21 09:55:00+00:00,2020,-1,2.92,1.46,11009.162205506396
2020-08-22 14:45:00+00:00,2020,1,-0.5894385857812855,-0.29471929289064275,10976.716080501144
2020-08-23 05:50:00+00:00,2020,-1,-0.6643819137168138,-0.3321909568584069,10940.252422321697
2020-08-23 13:25:00+00:00,2020,1,0.3131670049025504,0.1565835024512752,10957.383052741578
2020-08-25 02:50:00+00:00,2020,-1,2.92,1.46,11117.360845311605
2020-08-26 14:00:00+00:00,2020,1,-0.8989196392642483,-0.44945981963212417,11067.392775308415
2020-08-27 02:05:00+00:00,2020,-1,-1.1710725953195755,-0.5855362976597878,11002.589173404409
2020-08-27 13:15:00+00:00,2020,1,-2.08,-1.04,10888.162246001004
2020-08-27 14:05:00+00:00,2020,-1,-1.1784704751704878,-0.5892352375852439,10824.005357322114
2020-08-28 06:00:00+00:00,2020,1,0.4003906265072655,0.20019531325363274,10845.674508753795
2020-08-29 10:55:00+00:00,2020,-1,-0.7327317158317336,-0.3663658579158668,10805.939660293037
2020-08-29 17:25:00+00:00,2020,1,0.6676074739937167,0.33380373699685834,10842.01029069672
2020-08-31 07:25:00+00:00,2020,-1,-0.7606087609873889,-0.38030438049369447,10800.777650627624
2020-08-31 11:35:00+00:00,2020,1,-0.5795687330153986,-0.2897843665076993,10769.478685534848
2020-08-31 21:50:00+00:00,2020,-1,-0.8304521184056312,-0.4152260592028156,10724.761003592215
2020-09-01 04:15:00+00:00,2020,1,1.0262505329581195,0.5131252664790598,10779.79246207114
2020-09-02 03:15:00+00:00,2020,-1,2.92,1.46,10937.177432017379
2020-09-04 19:50:00+00:00,2020,1,-2.08,-1.04,10823.430786724399
2020-09-05 08:55:00+00:00,2020,-1,2.92,1.46,10981.452876210575
2020-09-06 12:10:00+00:00,2020,1,-1.540495618610258,-0.770247809305129,10896.868476001688
2020-09-07 05:15:00+00:00,2020,-1,-0.9297405240772915,-0.46487026203864573,10846.212174963293
2020-09-07 16:15:00+00:00,2020,1,-0.6854735986145032,-0.3427367993072516,10809.038214508751
2020-09-08 08:45:00+00:00,2020,-1,2.92,1.46,10966.850172440578
2020-09-09 07:40:00+00:00,2020,1,0.47356916519528897,0.23678458259764448,10992.8179828455
2020-09-10 09:15:00+00:00,2020,-1,-1.3413922510707144,-0.6706961255353572,10919.0895785474
2020-09-10 12:35:00+00:00,2020,1,-1.0656200219627188,-0.5328100109813594,10860.911576164877
2020-09-10 18:40:00+00:00,2020,-1,-1.032549878762854,-0.516274939381427,10804.839411508761
2020-09-11 22:00:00+00:00,2020,1,-0.7412849974224399,-0.37064249871121996,10764.792084732211
2020-09-12 13:30:00+00:00,2020,-1,-0.8471436290344502,-0.4235718145172251,10719.195459569904
2020-09-12 15:10:00+00:00,2020,1,-0.09263373922032463,-0.04631686961016231,10714.230663785636
2020-09-13 11:30:00+00:00,2020,-1,-0.35064695811529484,-0.17532347905764742,10695.446101831627
2020-09-14 07:55:00+00:00,2020,1,2.92,1.46,10851.599614918368
2020-09-16 00:25:00+00:00,2020,-1,-1.3890809131869997,-0.6945404565934998,10776.230865405216
2020-09-16 06:45:00+00:00,2020,1,0.21366976456584036,0.10683488228292018,10787.743638964806
2020-09-17 03:55:00+00:00,2020,-1,-0.7349113288525365,-0.36745566442626826,10748.103463899646
2020-09-17 21:00:00+00:00,2020,1,-0.561702350184543,-0.2808511750922715,10717.917289021152
