open_time,open,high,low,close,volume,close_time,quote_volume,trade_count,taker_buy_volume,taker_buy_quote_volume
2025-06-22 10:00:00+00:00,102167.51,102336.83,102147.46,102336.83,0.00698,2025-06-22 10:14:59.999000+00:00,713.9583733,4,0.00489,500.4270987
2025-06-22 10:15:00+00:00,102336.83,102336.83,102336.83,102336.83,0.0,2025-06-22 10:29:59.999000+00:00,0.0,0,0.0,0.0
2025-06-22 10:30:00+00:00,102367.89,102367.89,102367.89,102367.89,7e-05,2025-06-22 10:44:59.999000+00:00,7.1657523,1,0.0,0.0
2025-06-22 10:45:00+00:00,102367.89,102367.89,102367.89,102367.89,0.0,2025-06-22 10:59:59.999000+00:00,0.0,0,0.0,0.0
2025-06-22 11:00:00+00:00,102537.67,102641.13,102537.58,102542.29,0.00031,2025-06-22 11:14:59.999000+00:00,31.7891537,4,0.00022,22.5603476
2025-06-22 11:15:00+00:00,102614.37,102655.58,102599.4,102599.4,0.00016,2025-06-22 11:29:59.999000+00:00,16.4180385,3,0.0001,10.25994
2025-06-22 11:30:00+00:00,102674.13,102704.98,102571.75,102704.98,0.06724,2025-06-22 11:44:59.999000+00:00,6902.8850225,5,0.06724,6902.8850225
2025-06-22 11:45:00+00:00,102608.66,102761.97,102579.87,102761.97,0.0019,2025-06-22 11:59:59.999000+00:00,195.0941122,5,0.00097,99.6791109
2025-06-22 12:00:00+00:00,102632.58,102799.65,102632.58,102710.26,0.00165,2025-06-22 12:14:59.999000+00:00,169.4901557,11,0.00103,105.8374142
2025-06-22 12:15:00+00:00,102751.19,102773.75,102597.46,102597.46,0.03251,2025-06-22 12:29:59.999000+00:00,3340.6054993,5,0.03227,3315.9821089
2025-06-22 12:30:00+00:00,102597.43,102652.35,102597.43,102597.43,0.00572,2025-06-22 12:44:59.999000+00:00,587.1297028,6,0.00496,509.155656
2025-06-22 12:45:00+00:00,102764.2,102764.2,102764.2,102764.2,0.00734,2025-06-22 12:59:59.999000+00:00,754.289228,1,0.00734,754.289228
2025-06-22 13:00:00+00:00,102827.71,102827.71,102597.43,102597.43,0.00123,2025-06-22 13:14:59.999000+00:00,126.4297245,3,0.00102,104.8842642
2025-06-22 13:15:00+00:00,102303.37,102303.37,101010.95,101204.61,0.15386,2025-06-22 13:29:59.999000+00:00,15640.6210109,173,0.05953,6043.6823481
2025-06-22 13:30:00+00:00,101028.05,101204.22,100328.82,100499.32,0.29074,2025-06-22 13:44:59.999000+00:00,29248.1778973,155,0.04055,4080.9513156
2025-06-22 13:45:00+00:00,100565.48,100935.44,100322.11,100935.44,0.07005,2025-06-22 13:59:59.999000+00:00,7065.9284088,21,0.06454,6511.0101002
2025-06-22 14:00:00+00:00,100860.5,101151.9,100538.55,100554.43,0.26135,2025-06-22 14:14:59.999000+00:00,26397.2122429,49,0.2191,22132.322183
2025-06-22 14:15:00+00:00,100500.0,100534.13,99445.66,99609.39,2.70995,2025-06-22 14:29:59.999000+00:00,270217.3139681,259,0.44891,44710.9115237
2025-06-22 14:30:00+00:00,99724.42,100162.76,99000.0,99107.03,1.98401,2025-06-22 14:44:59.999000+00:00,196702.643888,137,0.98834,98049.0652077
2025-06-22 14:45:00+00:00,99181.45,99594.15,99181.45,99589.14,0.66938,2025-06-22 14:59:59.999000+00:00,66488.985709,69,0.11505,11435.6230035
2025-06-22 15:00:00+00:00,99589.14,99724.42,99338.61,99338.61,0.03857,2025-06-22 15:14:59.999000+00:00,3841.5395826,28,0.02075,2067.3337209
2025-06-22 15:15:00+00:00,99552.77,99719.27,99234.97,99234.97,0.34185,2025-06-22 15:29:59.999000+00:00,34069.5706662,24,0.02489,2478.3999285
2025-06-22 15:30:00+00:00,99213.98,99538.69,99213.98,99367.06,0.04362,2025-06-22 15:44:59.999000+00:00,4336.4910497,13,0.03136,3117.8528629
2025-06-22 15:45:00+00:00,99366.57,99366.6,98900.0,99004.78,0.65428,2025-06-22 15:59:59.999000+00:00,64881.9889495,67,0.20779,20642.7932119
2025-06-22 16:00:00+00:00,98984.39,99266.49,98893.13,99041.51,0.56522,2025-06-22 16:14:59.999000+00:00,55912.8676928,23,0.01152,1141.7200984
2025-06-22 16:15:00+00:00,98997.93,98997.93,98704.17,98785.97,0.71548,2025-06-22 16:29:59.999000+00:00,70667.115103,77,0.5733,56619.4182798
2025-06-22 16:30:00+00:00,98785.97,99234.98,98704.13,99034.15,0.14328,2025-06-22 16:44:59.999000+00:00,14152.9564295,25,0.07619,7526.6447845
2025-06-22 16:45:00+00:00,99234.98,99639.21,99173.34,99639.21,0.05943,2025-06-22 16:59:59.999000+00:00,5915.1845022,35,0.05625,5598.9979717
2025-06-22 17:00:00+00:00,99671.01,100317.05,99565.65,100010.35,2.08373,2025-06-22 17:14:59.999000+00:00,207887.7390791,175,0.2627,26231.5740864
2025-06-22 17:15:00+00:00,99951.31,99951.31,99436.84,99436.84,0.17369,2025-06-22 17:29:59.999000+00:00,17330.8170104,45,0.15471,15437.0875296
2025-06-22 17:30:00+00:00,99861.03,99861.03,99657.29,99657.29,0.07542,2025-06-22 17:44:59.999000+00:00,7529.8509712,4,0.07542,7529.8509712
2025-06-22 17:45:00+00:00,99656.12,99656.12,99521.68,99586.02,0.00818,2025-06-22 17:59:59.999000+00:00,814.7986225,9,0.00703,700.2746995
2025-06-22 18:00:00+00:00,99500.0,99741.55,99436.84,99440.0,0.35018,2025-06-22 18:14:59.999000+00:00,34843.2860825,15,0.3501,34835.3268137
2025-06-22 18:15:00+00:00,99440.0,99602.85,99400.18,99602.85,0.01612,2025-06-22 18:29:59.999000+00:00,1604.6350672,11,0.01479,1472.4079102
2025-06-22 18:30:00+00:00,99488.65,99663.28,99450.63,99663.28,0.54946,2025-06-22 18:44:59.999000+00:00,54646.1995971,37,0.54819,54519.8425064
2025-06-22 18:45:00+00:00,99573.42,99729.07,99494.54,99494.54,0.07792,2025-06-22 18:59:59.999000+00:00,7766.907251,18,0.00295,293.8968382
2025-06-22 19:00:00+00:00,99400.18,99400.18,99092.0,99146.4,0.026,2025-06-22 19:14:59.999000+00:00,2579.4304024,37,0.00601,596.6764336
2025-06-22 19:15:00+00:00,99254.29,99257.87,99092.01,99092.01,0.03347,2025-06-22 19:29:59.999000+00:00,3321.7986207,6,0.03178,3154.293963
2025-06-22 19:30:00+00:00,99253.38,99296.15,99086.37,99111.34,0.0123,2025-06-22 19:44:59.999000+00:00,1220.7032856,9,0.00993,985.8533111
2025-06-22 19:45:00+00:00,99111.34,99111.34,98851.88,98971.15,0.11727,2025-06-22 19:59:59.999000+00:00,11614.399167,48,0.02306,2283.7084602
2025-06-22 20:00:00+00:00,98871.65,98889.02,98353.91,98353.91,0.68512,2025-06-22 20:14:59.999000+00:00,67541.2353982,120,0.02178,2145.5808858
2025-06-22 20:15:00+00:00,98528.22,98668.26,98254.52,98668.26,0.17288,2025-06-22 20:29:59.999000+00:00,16993.7337394,42,0.05673,5575.699442
2025-06-22 20:30:00+00:00,98486.94,99278.53,98486.94,99258.11,0.10673,2025-06-22 20:44:59.999000+00:00,10549.8026253,50,0.09182,9070.9907634
2025-06-22 20:45:00+00:00,98958.76,99776.12,98933.53,99661.68,0.06211,2025-06-22 20:59:59.999000+00:00,6185.4733997,55,0.05177,5156.4090703
2025-06-22 21:00:00+00:00,99619.95,99619.95,99234.98,99333.42,0.06085,2025-06-22 21:14:59.999000+00:00,6058.011022,9,0.05716,5691.353292
2025-06-22 21:15:00+00:00,99482.81,99533.87,99234.98,99234.98,0.00744,2025-06-22 21:29:59.999000+00:00,740.142431,9,0.00632,628.9992534
2025-06-22 21:30:00+00:00,99202.81,99227.44,99083.87,99227.44,0.01405,2025-06-22 21:44:59.999000+00:00,1392.5752143,10,0.00332,329.3374274
2025-06-22 21:45:00+00:00,99398.95,99398.95,99352.78,99352.78,0.00052,2025-06-22 21:59:59.999000+00:00,51.6865306,2,0.00052,51.6865306
2025-06-22 22:00:00+00:00,99304.84,100483.71,99304.84,100353.99,0.0963,2025-06-22 22:14:59.999000+00:00,9627.280585,114,0.06049,6043.9144957
2025-06-22 22:15:00+00:00,100278.33,100613.15,100043.45,100301.12,0.01551,2025-06-22 22:29:59.999000+00:00,1557.0328324,28,0.00664,667.2242426
2025-06-22 22:30:00+00:00,100355.98,100903.94,100355.98,100903.94,0.0575,2025-06-22 22:44:59.999000+00:00,5785.8431965,54,0.02585,2603.6488099
2025-06-22 22:45:00+00:00,100854.46,100918.95,100645.0,100918.95,0.16872,2025-06-22 22:59:59.999000+00:00,17017.9000549,12,0.13573,13694.3967649
2025-06-22 23:00:00+00:00,100917.32,100961.68,100656.25,100733.1,0.00788,2025-06-22 23:14:59.999000+00:00,794.3815132,15,0.00371,374.3669339
2025-06-22 23:15:00+00:00,100787.38,100987.82,100787.38,100987.38,0.11034,2025-06-22 23:29:59.999000+00:00,11139.4979388,10,0.0552,5572.4709036
2025-06-22 23:30:00+00:00,100997.96,101000.0,100787.01,100900.6,0.56871,2025-06-22 23:44:59.999000+00:00,57380.8249901,11,0.56394,56900.0709524
2025-06-22 23:45:00+00:00,100898.49,100900.6,100785.91,100900.6,0.01513,2025-06-22 23:59:59.999000+00:00,1525.7762168,10,0.00713,719.3740194
2025-06-23 00:00:00+00:00,100871.62,100871.62,100567.19,100567.19,0.17804,2025-06-23 00:14:59.999000+00:00,17936.1524363,16,0.01186,1195.8500605
2025-06-23 00:15:00+00:00,100591.09,100802.37,100567.19,100650.51,0.10184,2025-06-23 00:29:59.999000+00:00,10252.9922306,26,0.05069,5108.1938382
2025-06-23 00:30:00+00:00,100638.31,101186.78,100569.74,101186.78,0.2142,2025-06-23 00:44:59.999000+00:00,21621.4814267,42,0.13371,13510.5220043
2025-06-23 00:45:00+00:00,101186.78,101524.46,100918.95,100921.73,0.10616,2025-06-23 00:59:59.999000+00:00,10751.2088039,64,0.05292,5364.2894125
2025-06-23 01:00:00+00:00,100851.92,100891.43,100712.0,100762.33,0.0296,2025-06-23 01:14:59.999000+00:00,2982.3481919,23,0.02365,2382.5898005
2025-06-23 01:15:00+00:00,100709.79,100709.79,100613.16,100613.16,0.00525,2025-06-23 01:29:59.999000+00:00,528.4421071,9,0.00284,285.8732228
2025-06-23 01:30:00+00:00,100613.15,100871.72,100564.81,100871.72,0.01739,2025-06-23 01:44:59.999000+00:00,1751.058071,7,0.00706,712.0229314
2025-06-23 01:45:00+00:00,100840.57,101096.61,100840.57,101096.61,0.00727,2025-06-23 01:59:59.999000+00:00,733.1954371,2,0.00033,33.3618813
2025-06-23 02:00:00+00:00,101086.42,101207.68,101002.09,101043.32,0.00274,2025-06-23 02:14:59.999000+00:00,276.9150788,11,0.0025,252.6561807
2025-06-23 02:15:00+00:00,101121.63,101230.06,101120.51,101230.06,0.03074,2025-06-23 02:29:59.999000+00:00,3108.503406,5,0.00033,33.4059198
2025-06-23 02:30:00+00:00,101245.63,101336.6,101133.15,101133.15,0.16265,2025-06-23 02:44:59.999000+00:00,16458.5114215,16,0.05258,5326.7282242
2025-06-23 02:45:00+00:00,101205.22,101283.93,101205.22,101283.93,0.01621,2025-06-23 02:59:59.999000+00:00,1640.6119042,6,3e-05,3.0385179
2025-06-23 03:00:00+00:00,101272.38,101302.47,101186.11,101302.46,0.06955,2025-06-23 03:14:59.999000+00:00,7043.9919557,23,0.04345,4401.3472662
2025-06-23 03:15:00+00:00,101166.16,101288.36,101166.16,101288.36,0.00011,2025-06-23 03:29:59.999000+00:00,11.1331656,2,4e-05,4.0515344
2025-06-23 03:30:00+00:00,101162.55,101162.55,101055.32,101132.99,0.00093,2025-06-23 03:44:59.999000+00:00,94.041451,5,0.00056,56.6371348
2025-06-23 03:45:00+00:00,101136.47,101201.74,101086.03,101086.03,0.01148,2025-06-23 03:59:59.999000+00:00,1160.5596499,5,0.00158,159.8079529
2025-06-23 04:00:00+00:00,101043.33,101044.0,100959.62,100959.62,0.15871,2025-06-23 04:14:59.999000+00:00,16036.6060096,4,0.0,0.0
2025-06-23 04:15:00+00:00,101043.33,101318.57,101043.33,101318.57,0.01024,2025-06-23 04:29:59.999000+00:00,1035.9837951,8,0.00986,997.5649271
2025-06-23 04:30:00+00:00,101224.87,101224.87,101166.3,101166.3,0.00161,2025-06-23 04:44:59.999000+00:00,162.9163992,2,0.0,0.0
2025-06-23 04:45:00+00:00,101133.47,101159.41,101128.12,101128.12,0.00115,2025-06-23 04:59:59.999000+00:00,116.3000098,3,0.0,0.0
2025-06-23 05:00:00+00:00,101368.32,101419.86,101368.32,101419.86,0.00288,2025-06-23 05:14:59.999000+00:00,292.0003515,4,0.00288,292.0003515
2025-06-23 05:15:00+00:00,101419.88,101476.38,101419.88,101476.38,0.02799,2025-06-23 05:29:59.999000+00:00,2839.4567235,7,0.00025,25.3641825
2025-06-23 05:30:00+00:00,101524.46,101557.12,101452.62,101483.47,0.05429,2025-06-23 05:44:59.999000+00:00,5512.3191849,9,0.05411,5494.0570963
2025-06-23 05:45:00+00:00,101483.47,101772.09,101482.31,101742.47,0.07914,2025-06-23 05:59:59.999000+00:00,8051.6908823,38,0.06666,6783.2456456
2025-06-23 06:00:00+00:00,101790.6,101952.1,101790.6,101916.53,0.0358,2025-06-23 06:14:59.999000+00:00,3647.8144685,35,0.00802,816.8773891
2025-06-23 06:15:00+00:00,101952.1,101985.0,101835.55,101876.56,0.08043,2025-06-23 06:29:59.999000+00:00,8198.875818,11,0.05508,5617.3155648
2025-06-23 06:30:00+00:00,101870.56,101870.56,101756.52,101756.52,0.001,2025-06-23 06:44:59.999000+00:00,101.7629264,3,0.0,0.0
2025-06-23 06:45:00+00:00,101690.95,101915.69,101627.21,101915.69,0.00124,2025-06-23 06:59:59.999000+00:00,126.0961178,13,0.00108,109.8323022
2025-06-23 07:00:00+00:00,101910.14,102019.74,101910.13,101977.24,0.10441,2025-06-23 07:14:59.999000+00:00,10647.6872182,12,0.06171,6294.4517225
2025-06-23 07:15:00+00:00,101803.66,101929.99,101803.65,101815.46,0.16088,2025-06-23 07:29:59.999000+00:00,16383.3115039,16,0.10395,10587.5068909
2025-06-23 07:30:00+00:00,101772.37,101830.71,101772.37,101830.71,0.004,2025-06-23 07:44:59.999000+00:00,407.092397,2,5e-05,5.0915355
2025-06-23 07:45:00+00:00,101959.71,101959.71,101959.71,101959.71,0.00482,2025-06-23 07:59:59.999000+00:00,491.4458022,1,0.00482,491.4458022
2025-06-23 08:00:00+00:00,101927.13,101927.13,101927.13,101927.13,0.00052,2025-06-23 08:14:59.999000+00:00,53.0021076,1,0.00052,53.0021076
2025-06-23 08:15:00+00:00,101927.13,101927.13,101927.13,101927.13,0.0,2025-06-23 08:29:59.999000+00:00,0.0,0,0.0,0.0
2025-06-23 08:30:00+00:00,101773.68,101773.68,101750.04,101750.04,0.01652,2025-06-23 08:44:59.999000+00:00,1681.1703779,4,0.0,0.0
2025-06-23 08:45:00+00:00,101778.83,101778.83,101778.83,101778.83,0.00433,2025-06-23 08:59:59.999000+00:00,440.7023339,1,0.0,0.0
2025-06-23 09:00:00+00:00,101889.62,101889.62,101746.65,101746.65,0.00843,2025-06-23 09:14:59.999000+00:00,858.3561869,3,0.00442,450.3521204
2025-06-23 09:15:00+00:00,101705.42,101705.42,101397.63,101397.63,0.00553,2025-06-23 09:29:59.999000+00:00,561.1262304,11,0.00073,74.1863718
2025-06-23 09:30:00+00:00,101552.68,101552.68,101398.79,101398.79,0.00585,2025-06-23 09:44:59.999000+00:00,594.0393267,4,0.00558,566.6616534
2025-06-23 09:45:00+00:00,101398.79,101398.79,101398.79,101398.79,0.0,2025-06-23 09:59:59.999000+00:00,0.0,0,0.0,0.0
2025-06-23 10:00:00+00:00,101585.22,101585.22,101368.32,101368.32,0.00098,2025-06-23 10:14:59.999000+00:00,99.3601841,6,9e-05,9.1423793
2025-06-23 10:15:00+00:00,101368.32,101368.32,101368.32,101368.32,0.0,2025-06-23 10:29:59.999000+00:00,0.0,0,0.0,0.0
2025-06-23 10:30:00+00:00,101424.63,101424.63,101156.65,101230.15,0.04949,2025-06-23 10:44:59.999000+00:00,5011.4521647,20,0.01535,1554.8906803
2025-06-23 10:45:00+00:00,101230.15,101230.15,101230.15,101230.15,0.0,2025-06-23 10:59:59.999000+00:00,0.0,0,0.0,0.0
2025-06-23 11:00:00+00:00,101230.15,101230.15,101230.15,101230.15,0.0,2025-06-23 11:14:59.999000+00:00,0.0,0,0.0,0.0
2025-06-23 11:15:00+00:00,101336.6,101336.6,101151.9,101160.84,0.00589,2025-06-23 11:29:59.999000+00:00,596.5764167,7,0.00458,464.0572077
2025-06-23 11:30:00+00:00,101267.99,101267.99,101267.99,101267.99,0.0158,2025-06-23 11:44:59.999000+00:00,1600.034242,1,0.0158,1600.034242
2025-06-23 11:45:00+00:00,101184.74,101393.53,101184.74,101268.65,0.01479,2025-06-23 11:59:59.999000+00:00,1498.0454816,16,0.00958,970.4320923
2025-06-23 12:00:00+00:00,101268.67,101268.67,101148.23,101148.23,0.00535,2025-06-23 12:14:59.999000+00:00,541.4983616,10,0.00027,27.3288994
2025-06-23 12:15:00+00:00,101148.23,101148.23,101148.23,101148.23,0.0,2025-06-23 12:29:59.999000+00:00,0.0,0,0.0,0.0
2025-06-23 12:30:00+00:00,101189.72,101364.78,101111.17,101364.78,0.0028,2025-06-23 12:44:59.999000+00:00,283.5336393,10,0.00259,262.3002936
2025-06-23 12:45:00+00:00,101496.99,101626.21,101496.99,101626.21,0.00012,2025-06-23 12:59:59.999000+00:00,12.1822232,2,0.0001,10.149699
2025-06-23 13:00:00+00:00,101639.0,101639.01,101496.99,101496.99,0.1806,2025-06-23 13:14:59.999000+00:00,18352.0922063,11,0.05385,5473.2602921
2025-06-23 13:15:00+00:00,101256.96,101256.96,101130.08,101130.08,0.03002,2025-06-23 13:29:59.999000+00:00,3039.5135489,19,0.00079,79.9470599
2025-06-23 13:30:00+00:00,101096.66,102188.97,100792.87,101720.7,0.43935,2025-06-23 13:44:59.999000+00:00,44445.8364582,119,0.0986,10007.3152912
2025-06-23 13:45:00+00:00,102037.15,102389.86,101865.95,102360.02,0.46655,2025-06-23 13:59:59.999000+00:00,47604.7681615,47,0.11962,12205.4637405
2025-06-23 14:00:00+00:00,102404.26,102500.0,102124.9,102137.4,0.35677,2025-06-23 14:14:59.999000+00:00,36526.6946979,52,0.23533,24107.0420729
2025-06-23 14:15:00+00:00,102169.42,102169.42,101850.75,101854.47,0.05169,2025-06-23 14:29:59.999000+00:00,5275.5821821,21,0.00056,57.0853098
2025-06-23 14:30:00+00:00,101817.12,102018.19,101516.94,101647.68,0.31017,2025-06-23 14:44:59.999000+00:00,31600.1117219,41,0.22839,23289.8431084
2025-06-23 14:45:00+00:00,101647.68,101647.68,101647.68,101647.68,0.00812,2025-06-23 14:59:59.999000+00:00,825.3791616,1,0.0,0.0
2025-06-23 15:00:00+00:00,101618.65,102034.49,101618.65,101933.34,0.07257,2025-06-23 15:14:59.999000+00:00,7391.2321339,13,0.0182,1854.1439502
2025-06-23 15:15:00+00:00,101988.69,101996.39,101534.32,101534.32,0.14534,2025-06-23 15:29:59.999000+00:00,14801.1318852,11,0.0216,2202.8652467
2025-06-23 15:30:00+00:00,101456.76,101623.81,101447.97,101610.91,0.01954,2025-06-23 15:44:59.999000+00:00,1982.7870612,10,0.00668,678.1592504
2025-06-23 15:45:00+00:00,101420.07,101443.57,101331.46,101380.68,0.0649,2025-06-23 15:59:59.999000+00:00,6579.9051042,18,0.00157,159.1617366
2025-06-23 16:00:00+00:00,101444.85,101444.85,101061.73,101117.09,0.27333,2025-06-23 16:14:59.999000+00:00,27649.9312563,46,0.0222,2248.6101172
2025-06-23 16:15:00+00:00,101108.2,101108.2,100191.72,100298.07,0.491,2025-06-23 16:29:59.999000+00:00,49477.3953955,137,0.07439,7479.9023341
2025-06-23 16:30:00+00:00,100240.26,100681.53,99594.16,100681.53,0.43839,2025-06-23 16:44:59.999000+00:00,43843.6191431,161,0.09386,9404.8973821
2025-06-23 16:45:00+00:00,100646.51,100891.92,100276.5,100658.52,0.02708,2025-06-23 16:59:59.999000+00:00,2727.7515004,32,0.02181,2197.8139554
2025-06-23 17:00:00+00:00,100537.81,101495.74,100537.81,101158.3,0.52491,2025-06-23 17:14:59.999000+00:00,53095.7397087,79,0.45416,45937.6875797
2025-06-23 17:15:00+00:00,101524.46,102169.7,101431.86,102046.99,0.48763,2025-06-23 17:29:59.999000+00:00,49736.1037141,86,0.46411,47338.0028695
2025-06-23 17:30:00+00:00,102140.61,102554.7,102140.61,102195.08,0.6375,2025-06-23 17:44:59.999000+00:00,65191.8453528,110,0.30595,31302.2689163
2025-06-23 17:45:00+00:00,102195.08,102517.77,101990.39,102138.2,0.16722,2025-06-23 17:59:59.999000+00:00,17090.0479554,54,0.16593,16958.3846214
2025-06-23 18:00:00+00:00,102400.0,102895.23,102346.94,102895.23,0.12581,2025-06-23 18:14:59.999000+00:00,12909.6075744,77,0.07095,7282.2711199
2025-06-23 18:15:00+00:00,102888.35,103063.02,102627.18,102627.18,1.05454,2025-06-23 18:29:59.999000+00:00,108529.5368276,66,0.40945,42154.684548
2025-06-23 18:30:00+00:00,102627.0,103158.31,102627.0,103040.13,1.22087,2025-06-23 18:44:59.999000+00:00,125502.373906,62,0.89485,91973.3903961
2025-06-23 18:45:00+00:00,102925.93,103041.3,102803.14,102803.6,0.03618,2025-06-23 18:59:59.999000+00:00,3724.6687297,28,0.01775,1828.9780656
2025-06-23 19:00:00+00:00,103034.99,103041.3,102885.33,102885.33,0.00944,2025-06-23 19:14:59.999000+00:00,972.4963858,17,0.00922,949.8616132
2025-06-23 19:15:00+00:00,103031.14,103031.14,102663.0,102878.2,0.32109,2025-06-23 19:29:59.999000+00:00,32989.1377882,47,0.03462,3561.187108
2025-06-23 19:30:00+00:00,102691.68,103041.26,102637.36,102637.36,0.1251,2025-06-23 19:44:59.999000+00:00,12862.8171653,31,0.05202,5356.6195616
2025-06-23 19:45:00+00:00,102668.4,103198.84,102668.4,103198.84,0.13127,2025-06-23 19:59:59.999000+00:00,13533.8451469,36,0.13043,13447.5165479
2025-06-23 20:00:00+00:00,103115.09,103300.0,102915.51,103300.0,0.24304,2025-06-23 20:14:59.999000+00:00,25073.0155536,54,0.14155,14604.3180254
2025-06-23 20:15:00+00:00,103300.0,103743.34,103195.21,103609.12,0.45247,2025-06-23 20:29:59.999000+00:00,46821.1279755,93,0.12391,12832.2762291
2025-06-23 20:30:00+00:00,103755.0,103889.19,103582.96,103680.81,0.2012,2025-06-23 20:44:59.999000+00:00,20889.2771516,34,0.18468,19177.6188186
2025-06-23 20:45:00+00:00,103884.26,103884.26,103611.56,103870.37,0.00648,2025-06-23 20:59:59.999000+00:00,671.6962072,8,0.00016,16.6200926
2025-06-23 21:00:00+00:00,103730.1,103899.98,103730.09,103753.37,0.04976,2025-06-23 21:14:59.999000+00:00,5162.1414554,12,0.00183,190.1292197
2025-06-23 21:15:00+00:00,103760.91,104080.0,103760.91,103826.21,0.23079,2025-06-23 21:29:59.999000+00:00,23993.9784575,79,0.20678,21498.8585792
2025-06-23 21:30:00+00:00,103605.21,103825.49,103551.11,103551.11,0.05776,2025-06-23 21:44:59.999000+00:00,5984.8313913,5,0.00284,294.8494676
2025-06-23 21:45:00+00:00,103551.15,103814.81,103551.15,103814.81,0.00367,2025-06-23 21:59:59.999000+00:00,380.5645668,3,0.00268,278.0489283
2025-06-23 22:00:00+00:00,103567.89,105374.02,103567.65,105369.31,0.94992,2025-06-23 22:14:59.999000+00:00,99433.6881517,275,0.7051,73839.7471877
2025-06-23 22:15:00+00:00,105192.9,105875.0,104982.0,105733.5,0.63272,2025-06-23 22:29:59.999000+00:00,66801.2847205,150,0.48515,51226.6727964
2025-06-23 22:30:00+00:00,105743.95,105883.31,104853.24,104853.33,0.44919,2025-06-23 22:44:59.999000+00:00,47253.930676,72,0.20738,21846.1954633
2025-06-23 22:45:00+00:00,104890.44,105600.0,104887.78,105600.0,0.15608,2025-06-23 22:59:59.999000+00:00,16426.6745322,26,0.12702,13373.5599609
2025-06-23 23:00:00+00:00,105310.83,105654.81,105259.36,105259.36,0.27575,2025-06-23 23:14:59.999000+00:00,29120.7677157,26,0.24901,26305.7759359
2025-06-23 23:15:00+00:00,105200.0,105398.35,105200.0,105398.35,0.00935,2025-06-23 23:29:59.999000+00:00,985.2867405,7,0.00935,985.2867405
2025-06-23 23:30:00+00:00,105216.59,105476.17,105216.58,105476.17,0.1184,2025-06-23 23:44:59.999000+00:00,12469.7907275,7,0.03631,3828.1115617
2025-06-23 23:45:00+00:00,105519.21,105519.21,105273.45,105491.81,0.03496,2025-06-23 23:59:59.999000+00:00,3681.0294552,5,0.00287,302.7529247
2025-06-24 00:00:00+00:00,105394.97,105419.76,105177.21,105405.03,0.00941,2025-06-24 00:14:59.999000+00:00,990.0348996,36,0.00151,159.1325168
2025-06-24 00:15:00+00:00,105306.58,105306.58,105024.59,105024.6,0.79504,2025-06-24 00:29:59.999000+00:00,83560.6455875,93,0.76355,80250.61463
2025-06-24 00:30:00+00:00,105204.51,105204.51,104985.0,104985.0,0.00991,2025-06-24 00:44:59.999000+00:00,1040.6509099,63,0.00603,633.2738706
2025-06-24 00:45:00+00:00,104985.0,105188.52,104853.25,105108.44,0.01618,2025-06-24 00:59:59.999000+00:00,1699.4601398,21,0.01142,1200.0941284
